Attendance_ID,Employee_ID,Attendance_Date,Shift,Scheduled_Hours,Worked_Hours,Overtime_Hours,Status
AT00000474,E00475,2025-12-19,Morning,8,8,0,Present
AT00000475,E00476,2025-12-20,Morning,8,9,1,Present
AT00000476,E00477,2025-12-21,Night,8,6,0,Present
AT00000477,E00478,2025-12-22,Morning,8,7,0,Present
AT00000478,E00479,2025-12-23,Morning,8,8,0,Present
AT00000479,E00480,2025-12-24,Morning,8,9,1,Present
AT00000480,E00481,2025-12-25,Evening,8,6,0,Present
AT00000481,E00482,2025-12-26,Night,8,7,0,Present
AT00000482,E00483,2025-12-27,Night,8,8,0,Present
AT00000483,E00484,2025-12-28,Night,8,9,1,Present
AT00000484,E00485,2025-12-29,Morning,8,6,0,Present
AT00000485,E00486,2025-12-30,Evening,8,7,0,Present
AT00000486,E00487,2025-12-31,Night,8,8,0,Present
AT00000487,E00488,2026-01-01,Morning,8,9,1,Present
AT00000488,E00489,2026-01-02,Night,8,6,0,Present
AT00000489,E00490,2026-01-03,Night,8,7,0,Present
AT00000490,E00491,2026-01-04,Night,8,8,0,Present
AT00000491,E00492,2026-01-05,Evening,8,9,1,Present
AT00000492,E00493,2026-01-06,Evening,8,6,0,Present
AT00000493,E00494,2026-01-07,Evening,8,7,0,Present
AT00000494,E00495,2026-01-08,Evening,8,8,0,Present
AT00000495,E00496,2026-01-09,Night,8,9,1,Present
AT00000496,E00497,2026-01-10,Evening,8,6,0,Present
AT00000497,E00498,2026-01-11,Evening,8,7,0,Present
AT00000498,E00499,2026-01-12,Morning,8,8,0,Present
AT00000499,E00500,2026-01-13,Morning,8,9,1,Present
AT00000500,E00001,2026-01-14,Evening,8,6,0,Present
AT00000501,E00002,2026-01-15,Night,8,7,0,Present
AT00000502,E00003,2026-01-16,Morning,8,8,0,Present
AT00000503,E00004,2026-01-17,Evening,8,9,1,Present
AT00000504,E00005,2026-01-18,Night,8,6,0,Present
AT00000506,E00007,2026-01-20,Morning,8,8,0,Present
AT00000507,E00008,2026-01-21,Morning,8,9,1,Present
AT00000508,E00009,2026-01-22,Night,8,6,0,Present
AT00000509,E00010,2026-01-23,Evening,8,7,0,Present
AT00000510,E00011,2026-01-24,Evening,8,8,0,Present
AT00000511,E00012,2026-01-25,Morning,8,9,1,Present
AT00000512,E00013,2026-01-26,Morning,8,6,0,Present
AT00000513,E00014,2026-01-27,Evening,8,7,0,Present
AT00000514,E00015,2026-01-28,Evening,8,8,0,Present
AT00000515,E00016,2026-01-29,Night,8,9,1,Present
AT00000516,E00017,2026-01-30,Evening,8,6,0,Present
AT00000517,E00018,2026-01-31,Morning,8,7,0,Present
AT00000518,E00019,2026-02-01,Evening,8,8,0,Present
AT00000519,E00020,2026-02-02,Morning,8,9,1,Present
AT00000520,E00021,2026-02-03,Morning,8,6,0,Present
AT00000521,E00022,2026-02-04,Morning,8,7,0,Present
AT00000522,E00023,2026-02-05,Night,8,8,0,Present
AT00000523,E00024,2026-02-06,Evening,8,9,1,Present
AT00000524,E00025,2026-02-07,Night,8,6,0,Present
AT00000525,E00026,2026-02-08,Morning,8,7,0,Present
AT00000526,E00027,2026-02-09,Morning,8,8,0,Present
AT00000527,E00028,2026-02-10,Morning,8,9,1,Present
AT00000528,E00029,2026-02-11,Evening,8,6,0,Present
AT00000529,E00030,2026-02-12,Morning,8,7,0,Present
AT00000530,E00031,2026-02-13,Morning,8,8,0,Present
AT00000531,E00032,2026-02-14,Evening,8,9,1,Present
AT00000532,E00033,2026-02-15,Night,8,6,0,Present
AT00000533,E00034,2026-02-16,Night,8,7,0,Present
AT00000534,E00035,2026-02-17,Evening,8,8,0,Present
AT00000535,E00036,2026-02-18,Night,8,9,1,Present
AT00000536,E00037,2026-02-19,Evening,8,6,0,Present
AT00000537,E00038,2026-02-20,Night,8,7,0,Present
AT00000538,E00039,2026-02-21,Morning,8,8,0,Present
AT00000539,E00040,2026-02-22,Morning,8,9,1,Present
AT00000540,E00041,2026-02-23,Evening,8,6,0,Present
AT00000541,E00042,2026-02-24,Night,8,7,0,Present
AT00000542,E00043,2026-02-25,Evening,8,8,0,Present
AT00000543,E00044,2026-02-26,Morning,8,9,1,Present
AT00000544,E00045,2026-02-27,Morning,8,6,0,Present
AT00000545,E00046,2026-02-28,Evening,8,7,0,Present
AT00000546,E00047,2026-03-01,Evening,8,8,0,Present
AT00000547,E00048,2026-03-02,Night,8,9,1,Present
AT00000548,E00049,2026-03-03,Night,8,6,0,Present
AT00000549,E00050,2026-03-04,Morning,8,7,0,Present
AT00000550,E00051,2026-03-05,Morning,8,8,0,Present
AT00000551,E00052,2026-03-06,Morning,8,9,1,Present
AT00000552,E00053,2026-03-07,Evening,8,6,0,Present
AT00000553,E00054,2026-03-08,Night,8,7,0,Present
AT00000554,E00055,2026-03-09,Evening,8,8,0,Present
AT00000555,E00056,2026-03-10,Night,8,9,1,Present
AT00000556,E00057,2026-03-11,Evening,8,6,0,Present
AT00000557,E00058,2026-03-12,Morning,8,7,0,Present
AT00000558,E00059,2026-03-13,Morning,8,8,0,Present
AT00000559,E00060,2026-03-14,Night,8,9,1,Present
AT00000560,E00061,2026-03-15,Evening,8,6,0,Present
AT00000561,E00062,2026-03-16,Morning,8,7,0,Present
AT00000562,E00063,2026-03-17,Evening,8,8,0,Present
AT00000563,E00064,2026-03-18,Evening,8,9,1,Present
AT00000564,E00065,2026-03-19,Morning,8,6,0,Present
AT00000565,E00066,2026-03-20,Night,8,7,0,Present
AT00000566,E00067,2026-03-21,Night,8,8,0,Present
AT00000567,E00068,2026-03-22,Evening,8,9,1,Present
AT00000568,E00069,2026-03-23,Night,8,6,0,Present
AT00000569,E00070,2026-03-24,Evening,8,7,0,Present
AT00000570,E00071,2026-03-25,Evening,8,8,0,Present
AT00000571,E00072,2026-03-26,Night,8,9,1,Present
AT00000572,E00073,2026-03-27,Evening,8,6,0,Present
AT00000573,E00074,2026-03-28,Night,8,7,0,Present
AT00000574,E00075,2026-03-29,Morning,8,8,0,Present
AT00000575,E00076,2026-03-30,Night,8,9,1,Present
AT00000576,E00077,2026-03-31,Evening,8,6,0,Present
AT00000577,E00078,2026-04-01,Evening,8,7,0,Present
AT00000578,E00079,2026-04-02,Morning,8,8,0,Present
AT00000579,E00080,2026-04-03,Morning,8,9,1,Present
AT00000580,E00081,2026-04-04,Evening,8,6,0,Present
AT00000581,E00082,2026-04-05,Evening,8,7,0,Present
AT00000582,E00083,2026-04-06,Morning,8,8,0,Present
AT00000583,E00084,2026-04-07,Night,8,9,1,Present
AT00000584,E00085,2026-04-08,Morning,8,6,0,Present
AT00000585,E00086,2026-04-09,Evening,8,7,0,Present
AT00000586,E00087,2026-04-10,Evening,8,8,0,Present
AT00000587,E00088,2026-04-11,Evening,8,9,1,Present
AT00000588,E00089,2026-04-12,Night,8,6,0,Present
AT00000589,E00090,2026-04-13,Morning,8,7,0,Present
AT00000590,E00091,2026-04-14,Evening,8,8,0,Present
AT00000591,E00092,2026-04-15,Evening,8,9,1,Present
AT00000592,E00093,2026-04-16,Morning,8,6,0,Present
AT00000593,E00094,2026-04-17,Night,8,7,0,Present
AT00000594,E00095,2026-04-18,Night,8,8,0,Present
AT00000595,E00096,2026-04-19,Evening,8,9,1,Present
AT00000596,E00097,2026-04-20,Morning,8,6,0,Present
AT00000597,E00098,2026-04-21,Night,8,7,0,Present
AT00000598,E00099,2026-04-22,Night,8,8,0,Present
AT00000599,E00100,2026-04-23,Morning,8,9,1,Present
AT00000600,E00101,2026-04-24,Night,8,6,0,Present
AT00000601,E00102,2026-04-25,Evening,8,7,0,Present
AT00000602,E00103,2026-04-26,Evening,8,8,0,Present
AT00000603,E00104,2026-04-27,Evening,8,9,1,Present
AT00000604,E00105,2026-04-28,Morning,8,6,0,Present
AT00000605,E00106,2026-04-29,Night,8,7,0,Present
AT00000607,E00108,2026-05-01,Evening,8,9,1,Present
AT00000608,E00109,2026-05-02,Morning,8,6,0,Present
AT00000609,E00110,2026-05-03,Night,8,7,0,Present
AT00000610,E00111,2026-05-04,Night,8,8,0,Present
AT00000611,E00112,2026-05-05,Evening,8,9,1,Present
AT00000612,E00113,2026-05-06,Night,8,6,0,Present
AT00000613,E00114,2026-05-07,Evening,8,7,0,Present
AT00000614,E00115,2026-05-08,Night,8,8,0,Present
AT00000615,E00116,2026-05-09,Evening,8,9,1,Present
AT00000616,E00117,2026-05-10,Evening,8,6,0,Present
AT00000617,E00118,2026-05-11,Morning,8,7,0,Present
AT00000618,E00119,2026-05-12,Night,8,8,0,Present
AT00000619,E00120,2026-05-13,Evening,8,9,1,Present
AT00000620,E00121,2026-05-14,Evening,8,6,0,Present
AT00000621,E00122,2026-05-15,Night,8,7,0,Present
AT00000622,E00123,2026-05-16,Evening,8,8,0,Present
AT00000623,E00124,2026-05-17,Night,8,9,1,Present
AT00000624,E00125,2026-05-18,Evening,8,6,0,Present
AT00000625,E00126,2026-05-19,Morning,8,7,0,Present
AT00000626,E00127,2026-05-20,Evening,8,8,0,Present
AT00000627,E00128,2026-05-21,Evening,8,9,1,Present
AT00000628,E00129,2026-05-22,Morning,8,6,0,Present
AT00000629,E00130,2026-05-23,Morning,8,7,0,Present
AT00000630,E00131,2026-05-24,Night,8,8,0,Present
AT00000631,E00132,2026-05-25,Morning,8,9,1,Present
AT00000632,E00133,2026-05-26,Night,8,6,0,Present
AT00000633,E00134,2026-05-27,Night,8,7,0,Present
AT00000634,E00135,2026-05-28,Night,8,8,0,Present
AT00000635,E00136,2026-05-29,Morning,8,9,1,Present
AT00000636,E00137,2026-05-30,Evening,8,6,0,Present
AT00000637,E00138,2026-05-31,Morning,8,7,0,Present
AT00000638,E00139,2026-06-01,Evening,8,8,0,Present
AT00000639,E00140,2026-06-02,Morning,8,9,1,Present
AT00000640,E00141,2026-06-03,Night,8,6,0,Present
AT00000641,E00142,2026-06-04,Evening,8,7,0,Present
AT00000642,E00143,2026-06-05,Morning,8,8,0,Present
AT00000643,E00144,2026-06-06,Morning,8,9,1,Present
AT00000644,E00145,2026-06-07,Evening,8,6,0,Present
AT00000645,E00146,2026-06-08,Morning,8,7,0,Present
AT00000646,E00147,2026-06-09,Evening,8,8,0,Present
AT00000647,E00148,2026-06-10,Evening,8,9,1,Present
AT00000648,E00149,2026-06-11,Morning,8,6,0,Present
AT00000649,E00150,2026-06-12,Evening,8,7,0,Present
AT00000650,E00151,2026-06-13,Evening,8,8,0,Present
AT00000651,E00152,2026-06-14,Night,8,9,1,Present
AT00000652,E00153,2026-06-15,Night,8,6,0,Present
AT00000653,E00154,2026-06-16,Night,8,7,0,Present
AT00000654,E00155,2026-06-17,Night,8,8,0,Present
AT00000655,E00156,2026-06-18,Morning,8,9,1,Present
AT00000656,E00157,2026-06-19,Evening,8,6,0,Present
AT00000657,E00158,2026-06-20,Night,8,7,0,Present
AT00000658,E00159,2026-06-21,Evening,8,8,0,Present
AT00000659,E00160,2026-06-22,Evening,8,9,1,Present
AT00000660,E00161,2026-06-23,Morning,8,6,0,Present
AT00000661,E00162,2026-06-24,Morning,8,7,0,Present
AT00000662,E00163,2026-06-25,Morning,8,8,0,Present
AT00000663,E00164,2026-06-26,Morning,8,9,1,Present
AT00000664,E00165,2026-06-27,Evening,8,6,0,Present
AT00000665,E00166,2026-06-28,Evening,8,7,0,Present
AT00000666,E00167,2026-06-29,Morning,8,8,0,Present
AT00000667,E00168,2026-06-30,Evening,8,9,1,Present
AT00000668,E00169,2026-07-01,Morning,8,6,0,Present
AT00000669,E00170,2026-07-02,Morning,8,7,0,Present
AT00000670,E00171,2026-07-03,Night,8,8,0,Present
AT00000671,E00172,2026-07-04,Evening,8,9,1,Present
AT00000672,E00173,2026-07-05,Night,8,6,0,Present
AT00000673,E00174,2026-07-06,Night,8,7,0,Present
AT00000674,E00175,2026-07-07,Evening,8,8,0,Present
AT00000675,E00176,2026-07-08,Evening,8,9,1,Present
AT00000676,E00177,2026-07-09,Evening,8,6,0,Present
AT00000677,E00178,2026-07-10,Night,8,7,0,Present
AT00000678,E00179,2026-07-11,Evening,8,8,0,Present
AT00000679,E00180,2026-07-12,Morning,8,9,1,Present
AT00000680,E00181,2026-07-13,Night,8,6,0,Present
AT00000681,E00182,2026-07-14,Evening,8,7,0,Present
AT00000682,E00183,2026-07-15,Evening,8,8,0,Present
AT00000683,E00184,2026-07-16,Morning,8,9,1,Present
AT00000684,E00185,2026-07-17,Morning,8,6,0,Present
AT00000685,E00186,2026-07-18,Morning,8,7,0,Present
AT00000686,E00187,2026-07-19,Evening,8,8,0,Present
AT00000687,E00188,2026-07-20,Morning,8,9,1,Present
AT00000688,E00189,2026-07-21,Evening,8,6,0,Present
AT00000689,E00190,2026-07-22,Evening,8,7,0,Present
AT00000690,E00191,2026-07-23,Night,8,8,0,Present
AT00000691,E00192,2026-07-24,Night,8,9,1,Present
AT00000692,E00193,2026-07-25,Evening,8,6,0,Present
AT00000693,E00194,2026-07-26,Evening,8,7,0,Present
AT00000694,E00195,2026-07-27,Morning,8,8,0,Present
AT00000695,E00196,2026-07-28,Morning,8,9,1,Present
AT00000696,E00197,2026-07-29,Morning,8,6,0,Present
AT00000697,E00198,2026-07-30,Night,8,7,0,Present
AT00000698,E00199,2026-07-31,Night,8,8,0,Present
AT00000699,E00200,2026-08-01,Night,8,9,1,Present
AT00000700,E00201,2026-08-02,Morning,8,6,0,Present
AT00000701,E00202,2026-08-03,Evening,8,7,0,Present
AT00000702,E00203,2026-08-04,Night,8,8,0,Present
AT00000703,E00204,2026-08-05,Morning,8,9,1,Present
AT00000704,E00205,2026-08-06,Night,8,6,0,Present
AT00000705,E00206,2026-08-07,Morning,8,7,0,Present
AT00000706,E00207,2026-08-08,Morning,8,8,0,Present
AT00000708,E00209,2026-08-10,Evening,8,6,0,Present
AT00000709,E00210,2026-08-11,Evening,8,7,0,Present
AT00000710,E00211,2026-08-12,Morning,8,8,0,Present
AT00000711,E00212,2026-08-13,Night,8,9,1,Present
AT00000712,E00213,2026-08-14,Evening,8,6,0,Present
AT00000713,E00214,2026-08-15,Evening,8,7,0,Present
AT00000714,E00215,2026-08-16,Night,8,8,0,Present
AT00000715,E00216,2026-08-17,Morning,8,9,1,Present
AT00000716,E00217,2026-08-18,Night,8,6,0,Present
AT00000717,E00218,2026-08-19,Morning,8,7,0,Present
AT00000718,E00219,2026-08-20,Evening,8,8,0,Present
AT00000719,E00220,2026-08-21,Evening,8,9,1,Present
AT00000720,E00221,2026-08-22,Evening,8,6,0,Present
AT00000721,E00222,2026-08-23,Night,8,7,0,Present
AT00000722,E00223,2026-08-24,Night,8,8,0,Present
AT00000723,E00224,2026-08-25,Evening,8,9,1,Present
AT00000724,E00225,2026-08-26,Night,8,6,0,Present
AT00000725,E00226,2026-08-27,Morning,8,7,0,Present
AT00000726,E00227,2026-08-28,Morning,8,8,0,Present
AT00000727,E00228,2026-08-29,Morning,8,9,1,Present
AT00000728,E00229,2026-08-30,Night,8,6,0,Present
AT00000729,E00230,2026-08-31,Night,8,7,0,Present
AT00000730,E00231,2025-09-01,Evening,8,8,0,Present
AT00000731,E00232,2025-09-02,Night,8,9,1,Present
AT00000732,E00233,2025-09-03,Morning,8,6,0,Present
AT00000733,E00234,2025-09-04,Evening,8,7,0,Present
AT00000734,E00235,2025-09-05,Night,8,8,0,Present
AT00000735,E00236,2025-09-06,Morning,8,9,1,Present
AT00000736,E00237,2025-09-07,Morning,8,6,0,Present
AT00000737,E00238,2025-09-08,Morning,8,7,0,Present
AT00000738,E00239,2025-09-09,Evening,8,8,0,Present
AT00000739,E00240,2025-09-10,Night,8,9,1,Present
AT00000740,E00241,2025-09-11,Morning,8,6,0,Present
AT00000741,E00242,2025-09-12,Night,8,7,0,Present
AT00000742,E00243,2025-09-13,Evening,8,8,0,Present
AT00000743,E00244,2025-09-14,Evening,8,9,1,Present
AT00000744,E00245,2025-09-15,Evening,8,6,0,Present
AT00000745,E00246,2025-09-16,Night,8,7,0,Present
AT00000746,E00247,2025-09-17,Morning,8,8,0,Present
AT00000747,E00248,2025-09-18,Night,8,9,1,Present
AT00000748,E00249,2025-09-19,Night,8,6,0,Present
AT00000749,E00250,2025-09-20,Night,8,7,0,Present
AT00000751,E00252,2025-09-22,Night,8,9,1,Present
AT00000752,E00253,2025-09-23,Evening,8,6,0,Present
AT00000753,E00254,2025-09-24,Night,8,7,0,Present
AT00000754,E00255,2025-09-25,Morning,8,8,0,Present
AT00000755,E00256,2025-09-26,Evening,8,9,1,Present
AT00000756,E00257,2025-09-27,Evening,8,6,0,Present
AT00000757,E00258,2025-09-28,Evening,8,7,0,Present
AT00000758,E00259,2025-09-29,Evening,8,8,0,Present
AT00000759,E00260,2025-09-30,Morning,8,9,1,Present
AT00000760,E00261,2025-10-01,Evening,8,6,0,Present
AT00000761,E00262,2025-10-02,Evening,8,7,0,Present
AT00000762,E00263,2025-10-03,Night,8,8,0,Present
AT00000763,E00264,2025-10-04,Night,8,9,1,Present
AT00000764,E00265,2025-10-05,Morning,8,6,0,Present
AT00000765,E00266,2025-10-06,Evening,8,7,0,Present
AT00000766,E00267,2025-10-07,Evening,8,8,0,Present
AT00000767,E00268,2025-10-08,Evening,8,9,1,Present
AT00000768,E00269,2025-10-09,Evening,8,6,0,Present
AT00000769,E00270,2025-10-10,Evening,8,7,0,Present
AT00000770,E00271,2025-10-11,Morning,8,8,0,Present
AT00000771,E00272,2025-10-12,Night,8,9,1,Present
AT00000772,E00273,2025-10-13,Evening,8,6,0,Present
AT00000773,E00274,2025-10-14,Evening,8,7,0,Present
AT00000774,E00275,2025-10-15,Morning,8,8,0,Present
AT00000775,E00276,2025-10-16,Evening,8,9,1,Present
AT00000776,E00277,2025-10-17,Night,8,6,0,Present
AT00000777,E00278,2025-10-18,Night,8,7,0,Present
AT00000778,E00279,2025-10-19,Night,8,8,0,Present
AT00000779,E00280,2025-10-20,Evening,8,9,1,Present
AT00000780,E00281,2025-10-21,Morning,8,6,0,Present
AT00000781,E00282,2025-10-22,Morning,8,7,0,Present
AT00000782,E00283,2025-10-23,Morning,8,8,0,Present
AT00000783,E00284,2025-10-24,Evening,8,9,1,Present
AT00000784,E00285,2025-10-25,Evening,8,6,0,Present
AT00000785,E00286,2025-10-26,Evening,8,7,0,Present
AT00000786,E00287,2025-10-27,Morning,8,8,0,Present
AT00000787,E00288,2025-10-28,Evening,8,9,1,Present
AT00000788,E00289,2025-10-29,Night,8,6,0,Present
AT00000789,E00290,2025-10-30,Evening,8,7,0,Present
AT00000790,E00291,2025-10-31,Evening,8,8,0,Present
AT00000791,E00292,2025-11-01,Night,8,9,1,Present
AT00000792,E00293,2025-11-02,Evening,8,6,0,Present
AT00000793,E00294,2025-11-03,Evening,8,7,0,Present
AT00000794,E00295,2025-11-04,Morning,8,8,0,Present
AT00000795,E00296,2025-11-05,Morning,8,9,1,Present
AT00000796,E00297,2025-11-06,Morning,8,6,0,Present
AT00000797,E00298,2025-11-07,Evening,8,7,0,Present
AT00000798,E00299,2025-11-08,Night,8,8,0,Present
AT00000799,E00300,2025-11-09,Night,8,9,1,Present
AT00000800,E00301,2025-11-10,Evening,8,6,0,Present
AT00000801,E00302,2025-11-11,Morning,8,7,0,Present
AT00000802,E00303,2025-11-12,Morning,8,8,0,Present
AT00000803,E00304,2025-11-13,Evening,8,9,1,Present
AT00000804,E00305,2025-11-14,Night,8,6,0,Present
AT00000805,E00306,2025-11-15,Night,8,7,0,Present
AT00000806,E00307,2025-11-16,Evening,8,8,0,Present
AT00000807,E00308,2025-11-17,Morning,8,9,1,Present
AT00000809,E00310,2025-11-19,Evening,8,7,0,Present
AT00000810,E00311,2025-11-20,Morning,8,8,0,Present
AT00000811,E00312,2025-11-21,Morning,8,9,1,Present
AT00000812,E00313,2025-11-22,Night,8,6,0,Present
AT00000813,E00314,2025-11-23,Evening,8,7,0,Present
AT00000814,E00315,2025-11-24,Morning,8,8,0,Present
AT00000815,E00316,2025-11-25,Night,8,9,1,Present
AT00000816,E00317,2025-11-26,Morning,8,6,0,Present
AT00000817,E00318,2025-11-27,Night,8,7,0,Present
AT00000818,E00319,2025-11-28,Evening,8,8,0,Present
AT00000819,E00320,2025-11-29,Morning,8,9,1,Present
AT00000820,E00321,2025-11-30,Evening,8,6,0,Present
AT00000821,E00322,2025-12-01,Night,8,7,0,Present
AT00000822,E00323,2025-12-02,Evening,8,8,0,Present
AT00000823,E00324,2025-12-03,Night,8,9,1,Present
AT00000824,E00325,2025-12-04,Morning,8,6,0,Present
AT00000825,E00326,2025-12-05,Morning,8,7,0,Present
AT00000826,E00327,2025-12-06,Evening,8,8,0,Present
AT00000827,E00328,2025-12-07,Night,8,9,1,Present
AT00000828,E00329,2025-12-08,Night,8,6,0,Present
AT00000829,E00330,2025-12-09,Morning,8,7,0,Present
AT00000830,E00331,2025-12-10,Evening,8,8,0,Present
AT00000831,E00332,2025-12-11,Evening,8,9,1,Present
AT00000832,E00333,2025-12-12,Night,8,6,0,Present
AT00000833,E00334,2025-12-13,Night,8,7,0,Present
AT00000834,E00335,2025-12-14,Night,8,8,0,Present
AT00000835,E00336,2025-12-15,Morning,8,9,1,Present
AT00000836,E00337,2025-12-16,Night,8,6,0,Present
AT00000837,E00338,2025-12-17,Morning,8,7,0,Present
AT00000838,E00339,2025-12-18,Evening,8,8,0,Present
AT00000839,E00340,2025-12-19,Night,8,9,1,Present
AT00000840,E00341,2025-12-20,Morning,8,6,0,Present
AT00000841,E00342,2025-12-21,Night,8,7,0,Present
AT00000842,E00343,2025-12-22,Evening,8,8,0,Present
AT00000843,E00344,2025-12-23,Night,8,9,1,Present
AT00000844,E00345,2025-12-24,Night,8,6,0,Present
AT00000845,E00346,2025-12-25,Morning,8,7,0,Present
AT00000846,E00347,2025-12-26,Morning,8,8,0,Present
AT00000847,E00348,2025-12-27,Morning,8,9,1,Present
AT00000848,E00349,2025-12-28,Morning,8,6,0,Present
AT00000849,E00350,2025-12-29,Evening,8,7,0,Present
AT00000850,E00351,2025-12-30,Morning,8,8,0,Present
AT00000851,E00352,2025-12-31,Morning,8,9,1,Present
AT00000852,E00353,2026-01-01,Night,8,6,0,Present
AT00000853,E00354,2026-01-02,Night,8,7,0,Present
AT00000854,E00355,2026-01-03,Night,8,8,0,Present
AT00000855,E00356,2026-01-04,Night,8,9,1,Present
AT00000856,E00357,2026-01-05,Morning,8,6,0,Present
AT00000857,E00358,2026-01-06,Morning,8,7,0,Present
AT00000858,E00359,2026-01-07,Night,8,8,0,Present
AT00000859,E00360,2026-01-08,Night,8,9,1,Present
AT00000860,E00361,2026-01-09,Night,8,6,0,Present
AT00000861,E00362,2026-01-10,Night,8,7,0,Present
AT00000862,E00363,2026-01-11,Evening,8,8,0,Present
AT00000863,E00364,2026-01-12,Evening,8,9,1,Present
AT00000864,E00365,2026-01-13,Morning,8,6,0,Present
AT00000865,E00366,2026-01-14,Night,8,7,0,Present
AT00000866,E00367,2026-01-15,Morning,8,8,0,Present
AT00000867,E00368,2026-01-16,Morning,8,9,1,Present
AT00000868,E00369,2026-01-17,Morning,8,6,0,Present
AT00000869,E00370,2026-01-18,Morning,8,7,0,Present
AT00000870,E00371,2026-01-19,Night,8,8,0,Present
AT00000871,E00372,2026-01-20,Evening,8,9,1,Present
AT00000872,E00373,2026-01-21,Night,8,6,0,Present
AT00000873,E00374,2026-01-22,Evening,8,7,0,Present
AT00000874,E00375,2026-01-23,Night,8,8,0,Present
AT00000875,E00376,2026-01-24,Morning,8,9,1,Present
AT00000876,E00377,2026-01-25,Evening,8,6,0,Present
AT00000877,E00378,2026-01-26,Morning,8,7,0,Present
AT00000878,E00379,2026-01-27,Night,8,8,0,Present
AT00000879,E00380,2026-01-28,Night,8,9,1,Present
AT00000880,E00381,2026-01-29,Night,8,6,0,Present
AT00000881,E00382,2026-01-30,Evening,8,7,0,Present
AT00000882,E00383,2026-01-31,Night,8,8,0,Present
AT00000883,E00384,2026-02-01,Night,8,9,1,Present
AT00000884,E00385,2026-02-02,Evening,8,6,0,Present
AT00000885,E00386,2026-02-03,Morning,8,7,0,Present
AT00000886,E00387,2026-02-04,Morning,8,8,0,Present
AT00000887,E00388,2026-02-05,Evening,8,9,1,Present
AT00000888,E00389,2026-02-06,Morning,8,6,0,Present
AT00000889,E00390,2026-02-07,Morning,8,7,0,Present
AT00000890,E00391,2026-02-08,Evening,8,8,0,Present
AT00000891,E00392,2026-02-09,Evening,8,9,1,Present
AT00000892,E00393,2026-02-10,Evening,8,6,0,Present
AT00000893,E00394,2026-02-11,Morning,8,7,0,Present
AT00000894,E00395,2026-02-12,Morning,8,8,0,Present
AT00000895,E00396,2026-02-13,Evening,8,9,1,Present
AT00000896,E00397,2026-02-14,Morning,8,6,0,Present
AT00000897,E00398,2026-02-15,Evening,8,7,0,Present
AT00000898,E00399,2026-02-16,Night,8,8,0,Present
AT00000899,E00400,2026-02-17,Morning,8,9,1,Present
AT00000900,E00401,2026-02-18,Morning,8,6,0,Present
AT00000901,E00402,2026-02-19,Morning,8,7,0,Present
AT00000902,E00403,2026-02-20,Night,8,8,0,Present
