Event_ID,Customer_ID,Session_ID,Event_Time,Channel,Event_Type,Page,Experiment_Group,Converted,Order_ID
EV00000280,C000281,SES00000071,2026-06-08 16:40:00,Google Ads,Product View,/product,Treatment,0,
EV00000281,C000282,SES00000071,2026-06-09 17:41:00,Instagram,Page View,/cart,Control,0,
EV00000282,C000283,SES00000071,2026-06-10 18:42:00,Email,Page View,/checkout,Treatment,0,
EV00000283,C000284,SES00000071,2026-06-11 19:43:00,Referral,Checkout,/checkout,Control,0,
EV00000284,C000285,SES00000072,2026-06-12 20:44:00,Organic Search,Page View,/cart,Treatment,0,
EV00000285,C000286,SES00000072,2026-06-13 21:45:00,Google Ads,Page View,/cart,Control,0,
EV00000286,C000287,SES00000072,2026-06-14 22:46:00,Instagram,Page View,/product,Treatment,0,
EV00000287,C000288,SES00000072,2026-06-15 23:47:00,Email,Product View,/cart,Control,0,
EV00000288,C000289,SES00000073,2026-06-16 00:48:00,Referral,Page View,/product,Treatment,0,
EV00000289,,SES00000073,2026-06-17 01:49:00,Organic Search,Page View,/checkout,Control,0,
EV00000290,C000291,SES00000073,2026-06-18 02:50:00,Google Ads,Add to Cart,/home,Treatment,0,
EV00000291,C000292,SES00000073,2026-06-19 03:51:00,Instagram,Page View,/home,Control,0,
EV00000292,C000293,SES00000074,2026-06-20 04:52:00,Email,Page View,/checkout,Treatment,0,
EV00000293,C000294,SES00000074,2026-06-21 05:53:00,Referral,Page View,/cart,Control,0,
EV00000294,C000295,SES00000074,2026-06-22 06:54:00,Organic Search,Checkout,/home,Treatment,0,
EV00000295,C000296,SES00000074,2026-06-23 07:55:00,Google Ads,Checkout,/checkout,Control,0,
EV00000296,C000297,SES00000075,2026-06-24 08:56:00,Instagram,Page View,/cart,Treatment,0,
EV00000297,C000298,SES00000075,2026-06-25 09:57:00,Email,Checkout,/product,Control,0,
EV00000298,C000299,SES00000075,2026-06-26 10:58:00,Referral,Product View,/checkout,Treatment,0,
EV00000299,C000300,SES00000075,2026-06-27 11:59:00,Organic Search,Purchase,/checkout,Control,1,O0000300
EV00000300,C000301,SES00000076,2026-06-28 12:00:00,Google Ads,Add to Cart,/product,Treatment,0,
EV00000301,C000302,SES00000076,2026-06-29 13:01:00,Instagram,Product View,/home,Control,0,
EV00000302,C000303,SES00000076,2026-06-30 14:02:00,Email,Product View,/cart,Treatment,0,
EV00000303,C000304,SES00000076,2026-07-01 15:03:00,Referral,Add to Cart,/product,Control,0,
EV00000304,C000305,SES00000077,2026-07-02 16:04:00,Organic Search,Add to Cart,/checkout,Treatment,0,
EV00000305,C000306,SES00000077,2026-07-03 17:05:00,Google Ads,Add to Cart,/product,Control,0,
EV00000306,,SES00000077,2026-07-04 18:06:00,Instagram,Add to Cart,/product,Treatment,0,
EV00000307,C000308,SES00000077,2026-07-05 19:07:00,Email,Product View,/home,Control,0,
EV00000308,C000309,SES00000078,2026-07-06 20:08:00,Referral,Checkout,/home,Treatment,0,
EV00000309,C000310,SES00000078,2026-07-07 21:09:00,Organic Search,Product View,/cart,Control,0,
EV00000310,C000311,SES00000078,2026-07-08 22:10:00,Google Ads,Checkout,/cart,Treatment,0,
EV00000311,C000312,SES00000078,2026-07-09 23:11:00,Instagram,Product View,/cart,Control,0,
EV00000312,C000313,SES00000079,2026-07-10 00:12:00,Email,Add to Cart,/cart,Treatment,0,
EV00000313,C000314,SES00000079,2026-07-11 01:13:00,Referral,Checkout,/checkout,Control,0,
EV00000314,C000315,SES00000079,2026-07-12 02:14:00,Organic Search,Checkout,/cart,Treatment,0,
EV00000315,C000316,SES00000079,2026-07-13 03:15:00,Google Ads,Add to Cart,/checkout,Control,0,
EV00000316,C000317,SES00000080,2026-07-14 04:16:00,Instagram,Checkout,/home,Treatment,0,
EV00000317,C000318,SES00000080,2026-07-15 05:17:00,Email,Checkout,/product,Control,0,
EV00000318,C000319,SES00000080,2026-07-16 06:18:00,Referral,Checkout,/cart,Treatment,0,
EV00000319,C000320,SES00000080,2026-07-17 07:19:00,Organic Search,Checkout,/cart,Control,0,
EV00000320,C000321,SES00000081,2026-07-18 08:20:00,Google Ads,Add to Cart,/home,Treatment,0,
EV00000321,C000322,SES00000081,2026-07-19 09:21:00,Instagram,Page View,/home,Control,0,
EV00000322,C000323,SES00000081,2026-07-20 10:22:00,Email,Purchase,/checkout,Treatment,1,O0000323
EV00000323,,SES00000081,2026-07-21 11:23:00,Referral,Product View,/cart,Control,0,
EV00000324,C000325,SES00000082,2026-07-22 12:24:00,Organic Search,Add to Cart,/checkout,Treatment,0,
EV00000325,C000326,SES00000082,2026-07-23 13:25:00,Google Ads,Add to Cart,/home,Control,0,
EV00000326,C000327,SES00000082,2026-07-24 14:26:00,Instagram,Checkout,/product,Treatment,0,
EV00000327,C000328,SES00000082,2026-07-25 15:27:00,Email,Page View,/home,Control,0,
EV00000328,C000329,SES00000083,2026-07-26 16:28:00,Referral,Add to Cart,/checkout,Treatment,0,
EV00000329,C000330,SES00000083,2026-07-27 17:29:00,Organic Search,Add to Cart,/product,Control,0,
EV00000330,C000331,SES00000083,2026-07-28 18:30:00,Google Ads,Checkout,/product,Treatment,0,
EV00000331,C000332,SES00000083,2026-07-29 19:31:00,Instagram,Page View,/cart,Control,0,
EV00000332,C000333,SES00000084,2026-07-30 20:32:00,Email,Checkout,/home,Treatment,0,
EV00000333,C000334,SES00000084,2026-07-31 21:33:00,Referral,Checkout,/checkout,Control,0,
EV00000334,C000335,SES00000084,2026-08-01 22:34:00,Organic Search,Product View,/home,Treatment,0,
EV00000335,C000336,SES00000084,2026-08-02 23:35:00,Google Ads,Product View,/product,Control,0,
EV00000336,C000337,SES00000085,2026-08-03 00:36:00,Instagram,Checkout,/cart,Treatment,0,
EV00000337,C000338,SES00000085,2026-08-04 01:37:00,Email,Checkout,/cart,Control,0,
EV00000338,C000339,SES00000085,2026-08-05 02:38:00,Referral,Page View,/checkout,Treatment,0,
EV00000339,C000340,SES00000085,2026-08-06 03:39:00,Organic Search,Page View,/product,Control,0,
EV00000340,,SES00000086,2026-08-07 04:40:00,Google Ads,Checkout,/checkout,Treatment,0,
EV00000341,C000342,SES00000086,2026-08-08 05:41:00,Instagram,Page View,/cart,Control,0,
EV00000342,C000343,SES00000086,2026-08-09 06:42:00,Email,Product View,/home,Treatment,0,
EV00000343,C000344,SES00000086,2026-08-10 07:43:00,Referral,Add to Cart,/product,Control,0,
EV00000344,C000345,SES00000087,2026-08-11 08:44:00,Organic Search,Checkout,/cart,Treatment,0,
EV00000345,C000346,SES00000087,2026-08-12 09:45:00,Google Ads,Purchase,/cart,Control,1,O0000346
EV00000346,C000347,SES00000087,2026-08-13 10:46:00,Instagram,Add to Cart,/checkout,Treatment,0,
EV00000347,C000348,SES00000087,2026-08-14 11:47:00,Email,Add to Cart,/checkout,Control,0,
EV00000348,C000349,SES00000088,2026-08-15 12:48:00,Referral,Page View,/home,Treatment,0,
EV00000349,C000350,SES00000088,2026-08-16 13:49:00,Organic Search,Product View,/product,Control,0,
EV00000350,C000351,SES00000088,2026-08-17 14:50:00,Google Ads,Checkout,/checkout,Treatment,0,
EV00000351,C000352,SES00000088,2026-08-18 15:51:00,Instagram,Page View,/product,Control,0,
EV00000352,C000353,SES00000089,2026-08-19 16:52:00,Email,Add to Cart,/home,Treatment,0,
EV00000353,C000354,SES00000089,2026-08-20 17:53:00,Referral,Product View,/home,Control,0,
EV00000354,C000355,SES00000089,2026-08-21 18:54:00,Organic Search,Checkout,/home,Treatment,0,
EV00000355,C000356,SES00000089,2026-08-22 19:55:00,Google Ads,Add to Cart,/checkout,Control,0,
EV00000356,C000357,SES00000090,2026-08-23 20:56:00,Instagram,Product View,/home,Treatment,0,
EV00000357,,SES00000090,2026-08-24 21:57:00,Email,Page View,/checkout,Control,0,
EV00000358,C000359,SES00000090,2026-08-25 22:58:00,Referral,Product View,/cart,Treatment,0,
EV00000359,C000360,SES00000090,2026-08-26 23:59:00,Organic Search,Checkout,/product,Control,0,
EV00000360,C000361,SES00000091,2026-08-27 00:00:00,Google Ads,Checkout,/home,Treatment,0,
EV00000361,C000362,SES00000091,2026-08-28 01:01:00,Instagram,Checkout,/checkout,Control,0,
EV00000362,C000363,SES00000091,2026-08-29 02:02:00,Email,Product View,/cart,Treatment,0,
EV00000363,C000364,SES00000091,2026-08-30 03:03:00,Referral,Product View,/cart,Control,0,
EV00000364,C000365,SES00000092,2026-08-31 04:04:00,Organic Search,Page View,/home,Treatment,0,
EV00000365,C000366,SES00000092,2025-09-01 05:05:00,Google Ads,Product View,/checkout,Control,0,
EV00000366,C000367,SES00000092,2025-09-02 06:06:00,Instagram,Checkout,/home,Treatment,0,
EV00000367,C000368,SES00000092,2025-09-03 07:07:00,Email,Add to Cart,/checkout,Control,0,
EV00000368,C000369,SES00000093,2025-09-04 08:08:00,Referral,Purchase,/product,Treatment,1,O0000369
EV00000369,C000370,SES00000093,2025-09-05 09:09:00,Organic Search,Add to Cart,/home,Control,0,
EV00000370,C000371,SES00000093,2025-09-06 10:10:00,Google Ads,Add to Cart,/product,Treatment,0,
EV00000371,C000372,SES00000093,2025-09-07 11:11:00,Instagram,Checkout,/checkout,Control,0,
EV00000372,C000373,SES00000094,2025-09-08 12:12:00,Email,Page View,/checkout,Treatment,0,
EV00000373,C000374,SES00000094,2025-09-09 13:13:00,Referral,Checkout,/checkout,Control,0,
EV00000374,,SES00000094,2025-09-10 14:14:00,Organic Search,Page View,/home,Treatment,0,
EV00000375,C000376,SES00000094,2025-09-11 15:15:00,Google Ads,Add to Cart,/home,Control,0,
EV00000376,C000377,SES00000095,2025-09-12 16:16:00,Instagram,Page View,/cart,Treatment,0,
EV00000377,C000378,SES00000095,2025-09-13 17:17:00,Email,Product View,/home,Control,0,
EV00000378,C000379,SES00000095,2025-09-14 18:18:00,Referral,Product View,/cart,Treatment,0,
EV00000379,C000380,SES00000095,2025-09-15 19:19:00,Organic Search,Product View,/checkout,Control,0,
EV00000380,C000381,SES00000096,2025-09-16 20:20:00,Google Ads,Product View,/product,Treatment,0,
EV00000381,C000382,SES00000096,2025-09-17 21:21:00,Instagram,Add to Cart,/home,Control,0,
EV00000382,C000383,SES00000096,2025-09-18 22:22:00,Email,Checkout,/cart,Treatment,0,
EV00000383,C000384,SES00000096,2025-09-19 23:23:00,Referral,Product View,/home,Control,0,
EV00000384,C000385,SES00000097,2025-09-20 00:24:00,Organic Search,Product View,/home,Treatment,0,
EV00000385,C000386,SES00000097,2025-09-21 01:25:00,Google Ads,Add to Cart,/checkout,Control,0,
EV00000386,C000387,SES00000097,2025-09-22 02:26:00,Instagram,Product View,/home,Treatment,0,
EV00000387,C000388,SES00000097,2025-09-23 03:27:00,Email,Add to Cart,/cart,Control,0,
EV00000388,C000389,SES00000098,2025-09-24 04:28:00,Referral,Product View,/product,Treatment,0,
EV00000389,C000390,SES00000098,2025-09-25 05:29:00,Organic Search,Product View,/cart,Control,0,
EV00000390,C000391,SES00000098,2025-09-26 06:30:00,Google Ads,Add to Cart,/home,Treatment,0,
EV00000391,,SES00000098,2025-09-27 07:31:00,Instagram,Purchase,/checkout,Control,1,O0000392
EV00000392,C000393,SES00000099,2025-09-28 08:32:00,Email,Checkout,/product,Treatment,0,
EV00000393,C000394,SES00000099,2025-09-29 09:33:00,Referral,Checkout,/checkout,Control,0,
EV00000394,C000395,SES00000099,2025-09-30 10:34:00,Organic Search,Page View,/home,Treatment,0,
EV00000395,C000396,SES00000099,2025-10-01 11:35:00,Google Ads,Page View,/home,Control,0,
EV00000396,C000397,SES00000100,2025-10-02 12:36:00,Instagram,Product View,/product,Treatment,0,
EV00000397,C000398,SES00000100,2025-10-03 13:37:00,Email,Page View,/product,Control,0,
EV00000398,C000399,SES00000100,2025-10-04 14:38:00,Referral,Product View,/home,Treatment,0,
EV00000399,C000400,SES00000100,2025-10-05 15:39:00,Organic Search,Product View,/cart,Control,0,
EV00000400,C000401,SES00000101,2025-10-06 16:40:00,Google Ads,Page View,/product,Treatment,0,
EV00000401,C000402,SES00000101,2025-10-07 17:41:00,Instagram,Product View,/home,Control,0,
EV00000402,C000403,SES00000101,2025-10-08 18:42:00,Email,Page View,/product,Treatment,0,
EV00000403,C000404,SES00000101,2025-10-09 19:43:00,Referral,Product View,/cart,Control,0,
EV00000404,C000405,SES00000102,2025-10-10 20:44:00,Organic Search,Add to Cart,/product,Treatment,0,
EV00000405,C000406,SES00000102,2025-10-11 21:45:00,Google Ads,Page View,/checkout,Control,0,
EV00000406,C000407,SES00000102,2025-10-12 22:46:00,Instagram,Add to Cart,/home,Treatment,0,
EV00000407,C000408,SES00000102,2025-10-13 23:47:00,Email,Add to Cart,/cart,Control,0,
EV00000408,,SES00000103,2025-10-14 00:48:00,Referral,Product View,/cart,Treatment,0,
EV00000409,C000410,SES00000103,2025-10-15 01:49:00,Organic Search,Page View,/product,Control,0,
EV00000410,C000411,SES00000103,2025-10-16 02:50:00,Google Ads,Add to Cart,/checkout,Treatment,0,
EV00000411,C000412,SES00000103,2025-10-17 03:51:00,Instagram,Checkout,/home,Control,0,
EV00000412,C000413,SES00000104,2025-10-18 04:52:00,Email,Product View,/cart,Treatment,0,
EV00000413,C000414,SES00000104,2025-10-19 05:53:00,Referral,Page View,/cart,Control,0,
EV00000414,C000415,SES00000104,2025-10-20 06:54:00,Organic Search,Purchase,/home,Treatment,1,O0000415
EV00000415,C000416,SES00000104,2025-10-21 07:55:00,Google Ads,Checkout,/product,Control,0,
EV00000416,C000417,SES00000105,2025-10-22 08:56:00,Instagram,Product View,/home,Treatment,0,
EV00000417,C000418,SES00000105,2025-10-23 09:57:00,Email,Product View,/cart,Control,0,
EV00000418,C000419,SES00000105,2025-10-24 10:58:00,Referral,Checkout,/product,Treatment,0,
EV00000419,C000420,SES00000105,2025-10-25 11:59:00,Organic Search,Product View,/cart,Control,0,
EV00000420,C000421,SES00000106,2025-10-26 12:00:00,Google Ads,Checkout,/product,Treatment,0,
EV00000421,C000422,SES00000106,2025-10-27 13:01:00,Instagram,Product View,/home,Control,0,
EV00000422,C000423,SES00000106,2025-10-28 14:02:00,Email,Product View,/product,Treatment,0,
EV00000423,C000424,SES00000106,2025-10-29 15:03:00,Referral,Product View,/home,Control,0,
EV00000424,C000425,SES00000107,2025-10-30 16:04:00,Organic Search,Checkout,/home,Treatment,0,
EV00000425,,SES00000107,2025-10-31 17:05:00,Google Ads,Add to Cart,/cart,Control,0,
EV00000426,C000427,SES00000107,2025-11-01 18:06:00,Instagram,Page View,/checkout,Treatment,0,
EV00000427,C000428,SES00000107,2025-11-02 19:07:00,Email,Product View,/home,Control,0,
EV00000428,C000429,SES00000108,2025-11-03 20:08:00,Referral,Checkout,/home,Treatment,0,
EV00000429,C000430,SES00000108,2025-11-04 21:09:00,Organic Search,Page View,/checkout,Control,0,
EV00000430,C000431,SES00000108,2025-11-05 22:10:00,Google Ads,Add to Cart,/home,Treatment,0,
EV00000431,C000432,SES00000108,2025-11-06 23:11:00,Instagram,Add to Cart,/cart,Control,0,
EV00000432,C000433,SES00000109,2025-11-07 00:12:00,Email,Product View,/cart,Treatment,0,
EV00000433,C000434,SES00000109,2025-11-08 01:13:00,Referral,Checkout,/cart,Control,0,
EV00000434,C000435,SES00000109,2025-11-09 02:14:00,Organic Search,Add to Cart,/product,Treatment,0,
EV00000435,C000436,SES00000109,2025-11-10 03:15:00,Google Ads,Add to Cart,/product,Control,0,
EV00000436,C000437,SES00000110,2025-11-11 04:16:00,Instagram,Checkout,/product,Treatment,0,
EV00000437,C000438,SES00000110,2025-11-12 05:17:00,Email,Purchase,/checkout,Control,1,O0000438
EV00000438,C000439,SES00000110,2025-11-13 06:18:00,Referral,Page View,/cart,Treatment,0,
EV00000439,C000440,SES00000110,2025-11-14 07:19:00,Organic Search,Add to Cart,/product,Control,0,
EV00000440,C000441,SES00000111,2025-11-15 08:20:00,Google Ads,Add to Cart,/home,Treatment,0,
EV00000441,C000442,SES00000111,2025-11-16 09:21:00,Instagram,Page View,/product,Control,0,
EV00000442,,SES00000111,2025-11-17 10:22:00,Email,Add to Cart,/product,Treatment,0,
EV00000443,C000444,SES00000111,2025-11-18 11:23:00,Referral,Page View,/cart,Control,0,
EV00000444,C000445,SES00000112,2025-11-19 12:24:00,Organic Search,Checkout,/checkout,Treatment,0,
EV00000445,C000446,SES00000112,2025-11-20 13:25:00,Google Ads,Page View,/cart,Control,0,
EV00000446,C000447,SES00000112,2025-11-21 14:26:00,Instagram,Add to Cart,/cart,Treatment,0,
EV00000447,C000448,SES00000112,2025-11-22 15:27:00,Email,Checkout,/home,Control,0,
EV00000448,C000449,SES00000113,2025-11-23 16:28:00,Referral,Page View,/checkout,Treatment,0,
EV00000449,C000450,SES00000113,2025-11-24 17:29:00,Organic Search,Checkout,/home,Control,0,
EV00000450,C000451,SES00000113,2025-11-25 18:30:00,Google Ads,Page View,/cart,Treatment,0,
EV00000451,C000452,SES00000113,2025-11-26 19:31:00,Instagram,Add to Cart,/checkout,Control,0,
EV00000452,C000453,SES00000114,2025-11-27 20:32:00,Email,Page View,/home,Treatment,0,
EV00000453,C000454,SES00000114,2025-11-28 21:33:00,Referral,Page View,/checkout,Control,0,
EV00000454,C000455,SES00000114,2025-11-29 22:34:00,Organic Search,Add to Cart,/cart,Treatment,0,
EV00000455,C000456,SES00000114,2025-11-30 23:35:00,Google Ads,Add to Cart,/checkout,Control,0,
EV00000456,C000457,SES00000115,2025-12-01 00:36:00,Instagram,Page View,/product,Treatment,0,
EV00000457,C000458,SES00000115,2025-12-02 01:37:00,Email,Checkout,/home,Control,0,
EV00000458,C000459,SES00000115,2025-12-03 02:38:00,Referral,Checkout,/home,Treatment,0,
EV00000459,,SES00000115,2025-12-04 03:39:00,Organic Search,Checkout,/product,Control,0,
EV00000460,C000461,SES00000116,2025-12-05 04:40:00,Google Ads,Purchase,/cart,Treatment,1,O0000461
EV00000461,C000462,SES00000116,2025-12-06 05:41:00,Instagram,Checkout,/cart,Control,0,
EV00000462,C000463,SES00000116,2025-12-07 06:42:00,Email,Page View,/product,Treatment,0,
EV00000463,C000464,SES00000116,2025-12-08 07:43:00,Referral,Add to Cart,/product,Control,0,
EV00000464,C000465,SES00000117,2025-12-09 08:44:00,Organic Search,Product View,/home,Treatment,0,
EV00000465,C000466,SES00000117,2025-12-10 09:45:00,Google Ads,Product View,/cart,Control,0,
EV00000466,C000467,SES00000117,2025-12-11 10:46:00,Instagram,Product View,/product,Treatment,0,
EV00000467,C000468,SES00000117,2025-12-12 11:47:00,Email,Checkout,/product,Control,0,
EV00000468,C000469,SES00000118,2025-12-13 12:48:00,Referral,Checkout,/cart,Treatment,0,
EV00000469,C000470,SES00000118,2025-12-14 13:49:00,Organic Search,Page View,/cart,Control,0,
EV00000470,C000471,SES00000118,2025-12-15 14:50:00,Google Ads,Add to Cart,/product,Treatment,0,
EV00000471,C000472,SES00000118,2025-12-16 15:51:00,Instagram,Checkout,/product,Control,0,
EV00000472,C000473,SES00000119,2025-12-17 16:52:00,Email,Product View,/product,Treatment,0,
EV00000473,C000474,SES00000119,2025-12-18 17:53:00,Referral,Page View,/home,Control,0,
EV00000474,C000475,SES00000119,2025-12-19 18:54:00,Organic Search,Checkout,/product,Treatment,0,
EV00000475,C000476,SES00000119,2025-12-20 19:55:00,Google Ads,Checkout,/home,Control,0,
EV00000476,,SES00000120,2025-12-21 20:56:00,Instagram,Product View,/home,Treatment,0,
EV00000477,C000478,SES00000120,2025-12-22 21:57:00,Email,Product View,/cart,Control,0,
EV00000478,C000479,SES00000120,2025-12-23 22:58:00,Referral,Page View,/product,Treatment,0,
EV00000479,C000480,SES00000120,2025-12-24 23:59:00,Organic Search,Add to Cart,/cart,Control,0,
EV00000480,C000481,SES00000121,2025-12-25 00:00:00,Google Ads,Page View,/home,Treatment,0,
EV00000481,C000482,SES00000121,2025-12-26 01:01:00,Instagram,Add to Cart,/home,Control,0,
EV00000482,C000483,SES00000121,2025-12-27 02:02:00,Email,Page View,/product,Treatment,0,
EV00000483,C000484,SES00000121,2025-12-28 03:03:00,Referral,Purchase,/product,Control,1,O0000484
EV00000484,C000485,SES00000122,2025-12-29 04:04:00,Organic Search,Product View,/cart,Treatment,0,
EV00000485,C000486,SES00000122,2025-12-30 05:05:00,Google Ads,Add to Cart,/checkout,Control,0,
EV00000486,C000487,SES00000122,2025-12-31 06:06:00,Instagram,Page View,/home,Treatment,0,
EV00000487,C000488,SES00000122,2026-01-01 07:07:00,Email,Checkout,/cart,Control,0,
EV00000488,C000489,SES00000123,2026-01-02 08:08:00,Referral,Page View,/home,Treatment,0,
EV00000489,C000490,SES00000123,2026-01-03 09:09:00,Organic Search,Product View,/home,Control,0,
EV00000490,C000491,SES00000123,2026-01-04 10:10:00,Google Ads,Checkout,/cart,Treatment,0,
