"Complaint_ID","Customer_ID","Order_ID","Complaint_Date","Category","Severity","Resolution_Date","Resolution_Status","Satisfaction_Score"
"CP0000316","C000317","O0000317","2026-07-14","Payment","Medium","2026-07-18","Resolved","2"
"CP0000317","C000318","O0000318","2026-07-15","Delivery","Medium","2026-07-20","Resolved","3"
"CP0000318","C000319","O0000319","2026-07-16","Refund","Critical","2026-07-22","Resolved","4"
"CP0000319","C000320","O0000320","2026-07-17","Support","High","2026-07-24","Resolved","5"
"CP0000320","C000321","O0000321","2026-07-18","Delivery","High","","Open",""
"CP0000321","C000322","O0000322","2026-07-19","Support","High","2026-07-28","Resolved","2"
"CP0000322","C000323","O0000323","2026-07-20","Payment","High","2026-07-30","Resolved","3"
"CP0000323","C000324","O0000324","2026-07-21","Refund","High","2026-08-01","Resolved","4"
"CP0000324","C000325","O0000325","2026-07-22","Refund","Low","2026-07-22","Resolved","5"
"CP0000325","C000326","O0000326","2026-07-23","Delivery","Low","2026-07-24","Resolved","1"
"CP0000326","C000327","O0000327","2026-07-24","Delivery","High","2026-07-26","Resolved","2"
"CP0000327","C000328","O0000328","2026-07-25","Product","Low","2026-07-28","Resolved","3"
"CP0000328","C000329","O0000329","2026-07-26","Refund","High","","Open",""
"CP0000329","C000330","O0000330","2026-07-27","Support","High","2026-08-01","Resolved","5"
"CP0000330","C000331","O0000331","2026-07-28","Refund","Medium","2026-08-03","Resolved","1"
"CP0000331","C000332","O0000332","2026-07-29","Support","Low","2026-08-05","Resolved","2"
"CP0000332","C000333","O0000333","2026-07-30","Product","Medium","2026-08-07","Resolved","3"
"CP0000333","C000334","O0000334","2026-07-31","Refund","Medium","2026-08-09","Resolved","4"
"CP0000334","C000335","O0000335","2026-08-01","Support","High","2026-08-11","Resolved","5"
"CP0000335","C000336","O0000336","2026-08-02","Payment","Medium","2026-08-13","Resolved","1"
"CP0000336","C000337","O0000337","2026-08-03","Payment","Critical","","Open",""
"CP0000337","C000338","O0000338","2026-08-04","Payment","Medium","2026-08-05","Resolved","3"
"CP0000338","C000339","O0000339","2026-08-05","Support","Medium","2026-08-07","Resolved","4"
"CP0000339","C000340","O0000340","2026-08-06","Product","Medium","2026-08-09","Resolved","5"
"CP0000340","C000341","O0000341","2026-08-07","Support","Medium","2026-08-11","Resolved","1"
"CP0000341","C000342","O0000342","2026-08-08","Refund","High","2026-08-13","Resolved","2"
"CP0000342","C000343","O0000343","2026-08-09","Support","Medium","2026-08-15","Resolved","3"
"CP0000343","C000344","O0000344","2026-08-10","Payment","Low","2026-08-17","Resolved","4"
"CP0000344","C000345","O0000345","2026-08-11","Product","High","","Open",""
"CP0000345","C000346","O0000346","2026-08-12","Payment","Low","2026-08-21","Resolved","1"
"CP0000346","C000347","O0000347","2026-08-13","Delivery","Critical","2026-08-23","Resolved","2"
"CP0000347","C000348","O0000348","2026-08-14","Product","High","2026-08-25","Resolved","3"
"CP0000348","C000349","O0000349","2026-08-15","Refund","Low","2026-08-15","Resolved","4"
"CP0000349","C000350","O0000350","2026-08-16","Payment","Medium","2026-08-17","Resolved","5"
"CP0000350","C000351","O0000351","2026-08-17","Product","Medium","2026-08-19","Resolved","1"
"CP0000351","C000352","O0000352","2026-08-18","Refund","Critical","2026-08-21","Resolved","2"
"CP0000352","C000353","O0000353","2026-08-19","Support","Critical","","Open",""
"CP0000353","C000354","O0000354","2026-08-20","Refund","Critical","2026-08-25","Resolved","4"
"CP0000354","C000355","O0000355","2026-08-21","Support","High","2026-08-27","Resolved","5"
"CP0000355","C000356","O0000356","2026-08-22","Support","Low","2026-08-29","Resolved","1"
"CP0000356","C000357","O0000357","2026-08-23","Product","Critical","2026-08-31","Resolved","2"
"CP0000357","C000358","O0000358","2026-08-24","Support","Low","2026-09-02","Resolved","3"
"CP0000358","C000359","O0000359","2026-08-25","Delivery","Critical","2026-09-04","Resolved","4"
"CP0000359","C000360","O0000360","2026-08-26","Support","Low","2026-09-06","Resolved","5"
"CP0000360","C000361","O0000361","2026-08-27","Refund","Low","","Open",""
"CP0000361","C000362","O0000362","2026-08-28","Support","Medium","2026-08-29","Resolved","2"
"CP0000362","C000363","O0000363","2026-08-29","Product","Medium","2026-08-31","Resolved","3"
"CP0000363","C000364","O0000364","2026-08-30","Product","Critical","2026-09-02","Resolved","4"
"CP0000364","C000365","O0000365","2026-08-31","Refund","High","2026-09-04","Resolved","5"
"CP0000365","C000366","O0000366","2025-09-01","Payment","Medium","2025-09-06","Resolved","1"
"CP0000366","C000367","O0000367","2025-09-02","Refund","Medium","2025-09-08","Resolved","2"
"CP0000367","C000368","O0000368","2025-09-03","Refund","Critical","2025-09-10","Resolved","3"
"CP0000368","C000369","O0000369","2025-09-04","Support","Low","","Open",""
"CP0000369","C000370","O0000370","2025-09-05","Support","Low","2025-09-14","Resolved","5"
"CP0000370","C000371","O0000371","2025-09-06","Support","Critical","2025-09-16","Resolved","1"
"CP0000371","C000372","O0000372","2025-09-07","Payment","High","2025-09-18","Resolved","2"
"CP0000372","C000373","O0000373","2025-09-08","Support","Medium","2025-09-08","Resolved","3"
"CP0000373","C000374","O0000374","2025-09-09","Payment","Low","2025-09-10","Resolved","4"
"CP0000374","C000375","O0000375","2025-09-10","Refund","Low","2025-09-12","Resolved","5"
"CP0000375","C000376","O0000376","2025-09-11","Product","Low","2025-09-14","Resolved","1"
"CP0000376","C000377","O0000377","2025-09-12","Support","Critical","","Open",""
"CP0000377","C000378","O0000378","2025-09-13","Delivery","Medium","2025-09-18","Resolved","3"
"CP0000378","C000379","O0000379","2025-09-14","Refund","High","2025-09-20","Resolved","4"
"CP0000379","C000380","O0000380","2025-09-15","Refund","Critical","2025-09-22","Resolved","5"
"CP0000380","C000381","O0000381","2025-09-16","Refund","High","2025-09-24","Resolved","1"
"CP0000381","C000382","O0000382","2025-09-17","Refund","Critical","2025-09-26","Resolved","2"
"CP0000382","C000383","O0000383","2025-09-18","Support","Critical","2025-09-28","Resolved","3"
"CP0000383","C000384","O0000384","2025-09-19","Support","High","2025-09-30","Resolved","4"
"CP0000384","C000385","O0000385","2025-09-20","Refund","Medium","","Open",""
"CP0000385","C000386","O0000386","2025-09-21","Product","High","2025-09-22","Resolved","1"
"CP0000386","C000387","O0000387","2025-09-22","Payment","High","2025-09-24","Resolved","2"
"CP0000387","C000388","O0000388","2025-09-23","Support","Critical","2025-09-26","Resolved","3"
"CP0000388","C000389","O0000389","2025-09-24","Product","High","2025-09-28","Resolved","4"
"CP0000389","C000390","O0000390","2025-09-25","Refund","High","2025-09-30","Resolved","5"
"CP0000390","C000391","O0000391","2025-09-26","Product","Low","2025-10-02","Resolved","1"
"CP0000391","C000392","O0000392","2025-09-27","Support","Low","2025-10-04","Resolved","2"
"CP0000392","C000393","O0000393","2025-09-28","Delivery","High","","Open",""
"CP0000393","C000394","O0000394","2025-09-29","Refund","Critical","2025-10-08","Resolved","4"
"CP0000394","C000395","O0000395","2025-09-30","Product","Medium","2025-10-10","Resolved","5"
"CP0000395","C000396","O0000396","2025-10-01","Delivery","High","2025-10-12","Resolved","1"
"CP0000396","C000397","O0000397","2025-10-02","Product","Critical","2025-10-02","Resolved","2"
"CP0000397","C000398","O0000398","2025-10-03","Support","Critical","2025-10-04","Resolved","3"
"CP0000398","C000399","O0000399","2025-10-04","Payment","High","2025-10-06","Resolved","4"
"CP0000399","C000400","O0000400","2025-10-05","Support","Medium","2025-10-08","Resolved","5"
"CP0000400","C000401","O0000401","2025-10-06","Product","Medium","","Open",""
"CP0000401","C000402","O0000402","2025-10-07","Product","Low","2025-10-12","Resolved","2"
"CP0000402","C000403","O0000403","2025-10-08","Refund","Medium","2025-10-14","Resolved","3"
"CP0000403","C000404","O0000404","2025-10-09","Payment","Medium","2025-10-16","Resolved","4"
"CP0000404","C000405","O0000405","2025-10-10","Delivery","Low","2025-10-18","Resolved","5"
"CP0000405","C000406","O0000406","2025-10-11","Product","Critical","2025-10-20","Resolved","1"
"CP0000406","C000407","O0000407","2025-10-12","Payment","Critical","2025-10-22","Resolved","2"
"CP0000407","C000408","O0000408","2025-10-13","Support","Critical","2025-10-24","Resolved","3"
"CP0000408","C000409","O0000409","2025-10-14","Support","Low","","Open",""
"CP0000409","C000410","O0000410","2025-10-15","Refund","Low","2025-10-16","Resolved","5"
"CP0000410","C000411","O0000411","2025-10-16","Payment","Low","2025-10-18","Resolved","1"
"CP0000411","C000412","O0000412","2025-10-17","Payment","Medium","2025-10-20","Resolved","2"
"CP0000412","C000413","O0000413","2025-10-18","Product","High","2025-10-22","Resolved","3"
"CP0000413","C000414","O0000414","2025-10-19","Delivery","High","2025-10-24","Resolved","4"
"CP0000414","C000415","O0000415","2025-10-20","Payment","Critical","2025-10-26","Resolved","5"
"CP0000415","C000416","O0000416","2025-10-21","Refund","Critical","2025-10-28","Resolved","1"
"CP0000416","C000417","O0000417","2025-10-22","Support","High","","Open",""
"CP0000417","C000418","O0000418","2025-10-23","Delivery","Critical","2025-11-01","Resolved","3"
"CP0000418","C000419","O0000419","2025-10-24","Delivery","Medium","2025-11-03","Resolved","4"
"CP0000419","C000420","O0000420","2025-10-25","Payment","High","2025-11-05","Resolved","5"
"CP0000420","C000421","O0000421","2025-10-26","Delivery","High","2025-10-26","Resolved","1"
"CP0000421","C000422","O0000422","2025-10-27","Delivery","Medium","2025-10-28","Resolved","2"
"CP0000422","C000423","O0000423","2025-10-28","Delivery","High","2025-10-30","Resolved","3"
"CP0000423","C000424","O0000424","2025-10-29","Refund","High","2025-11-01","Resolved","4"
"CP0000424","C000425","O0000425","2025-10-30","Delivery","Critical","","Open",""
"CP0000425","C000426","O0000426","2025-10-31","Product","High","2025-11-05","Resolved","1"
"CP0000426","C000427","O0000427","2025-11-01","Product","Critical","2025-11-07","Resolved","2"
"CP0000427","C000428","O0000428","2025-11-02","Payment","Low","2025-11-09","Resolved","3"
"CP0000428","C000429","O0000429","2025-11-03","Product","High","2025-11-11","Resolved","4"
"CP0000429","C000430","O0000430","2025-11-04","Delivery","Medium","2025-11-13","Resolved","5"
"CP0000430","C000431","O0000431","2025-11-05","Refund","Low","2025-11-15","Resolved","1"
"CP0000431","C000432","O0000432","2025-11-06","Support","High","2025-11-17","Resolved","2"
"CP0000432","C000433","O0000433","2025-11-07","Support","Critical","","Open",""
"CP0000433","C000434","O0000434","2025-11-08","Support","High","2025-11-09","Resolved","4"
"CP0000434","C000435","O0000435","2025-11-09","Product","Medium","2025-11-11","Resolved","5"
"CP0000435","C000436","O0000436","2025-11-10","Delivery","Medium","2025-11-13","Resolved","1"
"CP0000436","C000437","O0000437","2025-11-11","Delivery","Medium","2025-11-15","Resolved","2"
"CP0000437","C000438","O0000438","2025-11-12","Delivery","Critical","2025-11-17","Resolved","3"
"CP0000438","C000439","O0000439","2025-11-13","Product","High","2025-11-19","Resolved","4"
"CP0000439","C000440","O0000440","2025-11-14","Refund","Low","2025-11-21","Resolved","5"
"CP0000440","C000441","O0000441","2025-11-15","Delivery","Medium","","Open",""
"CP0000441","C000442","O0000442","2025-11-16","Delivery","Low","2025-11-25","Resolved","2"
"CP0000442","C000443","O0000443","2025-11-17","Support","Low","2025-11-27","Resolved","3"
"CP0000443","C000444","O0000444","2025-11-18","Payment","Critical","2025-11-29","Resolved","4"
"CP0000444","C000445","O0000445","2025-11-19","Refund","Critical","2025-11-19","Resolved","5"
"CP0000445","C000446","O0000446","2025-11-20","Product","Critical","2025-11-21","Resolved","1"
"CP0000446","C000447","O0000447","2025-11-21","Support","High","2025-11-23","Resolved","2"
"CP0000447","C000448","O0000448","2025-11-22","Delivery","Low","2025-11-25","Resolved","3"
"CP0000448","C000449","O0000449","2025-11-23","Payment","Low","","Open",""
"CP0000449","C000450","O0000450","2025-11-24","Product","Medium","2025-11-29","Resolved","5"
"CP0000450","C000451","O0000451","2025-11-25","Refund","Low","2025-12-01","Resolved","1"
"CP0000451","C000452","O0000452","2025-11-26","Product","High","2025-12-03","Resolved","2"
"CP0000452","C000453","O0000453","2025-11-27","Payment","High","2025-12-05","Resolved","3"
"CP0000453","C000454","O0000454","2025-11-28","Support","Low","2025-12-07","Resolved","4"
"CP0000454","C000455","O0000455","2025-11-29","Payment","Medium","2025-12-09","Resolved","5"
"CP0000455","C000456","O0000456","2025-11-30","Delivery","Low","2025-12-11","Resolved","1"
"CP0000456","C000457","O0000457","2025-12-01","Payment","High","","Open",""
"CP0000457","C000458","O0000458","2025-12-02","Product","Critical","2025-12-03","Resolved","3"
"CP0000458","C000459","O0000459","2025-12-03","Payment","Low","2025-12-05","Resolved","4"
"CP0000459","C000460","O0000460","2025-12-04","Support","Medium","2025-12-07","Resolved","5"
"CP0000460","C000461","O0000461","2025-12-05","Payment","Low","2025-12-09","Resolved","1"
"CP0000461","C000462","O0000462","2025-12-06","Delivery","Medium","2025-12-11","Resolved","2"
"CP0000462","C000463","O0000463","2025-12-07","Refund","Low","2025-12-13","Resolved","3"
"CP0000463","C000464","O0000464","2025-12-08","Delivery","High","2025-12-15","Resolved","4"
"CP0000464","C000465","O0000465","2025-12-09","Product","High","","Open",""
"CP0000465","C000466","O0000466","2025-12-10","Payment","Medium","2025-12-19","Resolved","1"
"CP0000466","C000467","O0000467","2025-12-11","Refund","Medium","2025-12-21","Resolved","2"
"CP0000467","C000468","O0000468","2025-12-12","Support","Low","2025-12-23","Resolved","3"
"CP0000468","C000469","O0000469","2025-12-13","Payment","High","2025-12-13","Resolved","4"
"CP0000469","C000470","O0000470","2025-12-14","Payment","Low","2025-12-15","Resolved","5"
"CP0000470","C000471","O0000471","2025-12-15","Refund","Medium","2025-12-17","Resolved","1"
"CP0000471","C000472","O0000472","2025-12-16","Payment","Medium","2025-12-19","Resolved","2"
"CP0000472","C000473","O0000473","2025-12-17","Refund","Medium","","Open",""
"CP0000473","C000474","O0000474","2025-12-18","Product","Low","2025-12-23","Resolved","4"
"CP0000474","C000475","O0000475","2025-12-19","Refund","High","2025-12-25","Resolved","5"
"CP0000475","C000476","O0000476","2025-12-20","Delivery","High","2025-12-27","Resolved","1"
"CP0000476","C000477","O0000477","2025-12-21","Payment","Low","2025-12-29","Resolved","2"
"CP0000477","C000478","O0000478","2025-12-22","Refund","High","2025-12-31","Resolved","3"
"CP0000478","C000479","O0000479","2025-12-23","Delivery","Medium","2026-01-02","Resolved","4"
"CP0000479","C000480","O0000480","2025-12-24","Payment","Medium","2026-01-04","Resolved","5"
"CP0000480","C000481","O0000481","2025-12-25","Support","High","","Open",""
"CP0000481","C000482","O0000482","2025-12-26","Refund","Medium","2025-12-27","Resolved","2"
"CP0000482","C000483","O0000483","2025-12-27","Refund","Low","2025-12-29","Resolved","3"
"CP0000483","C000484","O0000484","2025-12-28","Refund","Medium","2025-12-31","Resolved","4"
"CP0000484","C000485","O0000485","2025-12-29","Support","Low","2026-01-02","Resolved","5"
"CP0000485","C000486","O0000486","2025-12-30","Product","Low","2026-01-04","Resolved","1"
"CP0000486","C000487","O0000487","2025-12-31","Product","Medium","2026-01-06","Resolved","2"
"CP0000487","C000488","O0000488","2026-01-01","Refund","Critical","2026-01-08","Resolved","3"
"CP0000488","C000489","O0000489","2026-01-02","Product","Critical","","Open",""
"CP0000489","C000490","O0000490","2026-01-03","Support","High","2026-01-12","Resolved","5"
"CP0000490","C000491","O0000491","2026-01-04","Payment","Critical","2026-01-14","Resolved","1"
"CP0000491","C000492","O0000492","2026-01-05","Support","Critical","2026-01-16","Resolved","2"
"CP0000492","C000493","O0000493","2026-01-06","Refund","Low","2026-01-06","Resolved","3"
"CP0000493","C000494","O0000494","2026-01-07","Product","Critical","2026-01-08","Resolved","4"
"CP0000494","C000495","O0000495","2026-01-08","Payment","Low","2026-01-10","Resolved","5"
"CP0000495","C000496","O0000496","2026-01-09","Product","High","2026-01-12","Resolved","1"
"CP0000496","C000497","O0000497","2026-01-10","Support","Low","","Open",""
"CP0000497","C000498","O0000498","2026-01-11","Refund","Low","2026-01-16","Resolved","3"
