"Payment_ID","Invoice_ID","Customer_ID","Payment_Date","Payment_Method","Payment_Amount","Payment_Fee","Payment_Status"
"PAY0000316","INV0000316","C000317","2026-08-03","UPI","17072.00","307.30","Successful"
"PAY0000317","INV0000317","C000318","2026-08-04","UPI","17189.00","309.40","Successful"
"PAY0000318","INV0000318","C000319","2026-08-05","Card","17306.00","311.51","Successful"
"PAY0000319","INV0000319","C000320","2026-08-06","UPI","17423.00","313.61","Successful"
"PAY0000320","INV0000320","C000321","2026-08-07","Card","17540.00","315.72","Successful"
"PAY0000321","INV0000321","C000322","2026-08-08","Bank Transfer","17657.00","317.83","Successful"
"PAY0000322","INV0000322","C000323","2026-08-09","UPI","17774.00","319.93","Successful"
"PAY0000323","INV0000323","C000324","2026-08-10","Bank Transfer","17891.00","322.04","Failed"
"PAY0000324","INV0000324","C000325","2026-08-11","UPI","18008.00","324.14","Successful"
"PAY0000325","INV0000325","C000326","2026-08-12","Card","18125.00","326.25","Successful"
"PAY0000326","INV0000326","C000327","2026-08-13","Bank Transfer","18242.00","328.36","Successful"
"PAY0000327","INV0000327","C000328","2026-08-14","Card","18359.00","330.46","Successful"
"PAY0000328","INV0000328","C000329","2026-08-15","Wallet","18476.00","332.57","Successful"
"PAY0000329","INV0000329","C000330","2026-08-16","Bank Transfer","18593.00","334.67","Successful"
"PAY0000330","INV0000330","C000331","2026-08-17","Bank Transfer","18710.00","336.78","Successful"
"PAY0000331","INV0000331","C000332","2026-08-18","Wallet","18827.00","338.89","Successful"
"PAY0000332","INV0000332","C000333","2026-08-19","UPI","18944.00","340.99","Successful"
"PAY0000333","INV0000333","C000334","2026-08-20","Bank Transfer","19061.00","343.10","Successful"
"PAY0000334","INV0000334","C000335","2026-08-21","UPI","19178.00","345.20","Successful"
"PAY0000335","INV0000335","C000336","2026-08-22","Bank Transfer","19295.00","347.31","Successful"
"PAY0000336","INV0000336","C000337","2026-08-23","Bank Transfer","19412.00","349.42","Successful"
"PAY0000337","INV0000337","C000338","2026-08-24","Bank Transfer","19529.00","351.52","Successful"
"PAY0000338","INV0000338","C000339","2026-08-25","Wallet","19646.00","353.63","Successful"
"PAY0000339","INV0000339","C000340","2026-08-26","Bank Transfer","19763.00","355.73","Successful"
"PAY0000340","INV0000340","C000341","2026-08-27","UPI","19880.00","357.84","Failed"
"PAY0000341","INV0000341","C000342","2026-08-28","Wallet","19997.00","359.95","Successful"
"PAY0000342","INV0000342","C000343","2026-08-29","Bank Transfer","20114.00","362.05","Successful"
"PAY0000343","INV0000343","C000344","2026-08-30","Card","20231.00","364.16","Successful"
"PAY0000344","INV0000344","C000345","2026-08-31","UPI","20348.00","366.26","Successful"
"PAY0000345","INV0000345","C000346","2025-09-01","Card","20465.00","368.37","Successful"
"PAY0000346","INV0000346","C000347","2025-09-02","Wallet","20582.00","370.48","Successful"
"PAY0000347","INV0000347","C000348","2025-09-03","Bank Transfer","20699.00","372.58","Successful"
"PAY0000348","INV0000348","C000349","2025-09-04","Card","20816.00","374.69","Successful"
"PAY0000349","INV0000349","C000350","2025-09-05","UPI","20933.00","376.79","Successful"
"PAY0000350","INV0000350","C000351","2025-09-06","Card","21050.00","378.90","Successful"
"PAY0000351","INV0000351","C000352","2025-09-07","Wallet","21167.00","381.01","Successful"
"PAY0000352","INV0000352","C000353","2025-09-08","UPI","21284.00","383.11","Successful"
"PAY0000353","INV0000353","C000354","2025-09-09","UPI","21401.00","385.22","Successful"
"PAY0000354","INV0000354","C000355","2025-09-10","Card","21518.00","387.32","Successful"
"PAY0000355","INV0000355","C000356","2025-09-11","Bank Transfer","21635.00","389.43","Successful"
"PAY0000356","INV0000356","C000357","2025-09-12","Bank Transfer","21752.00","391.54","Successful"
"PAY0000357","INV0000357","C000358","2025-09-13","UPI","21869.00","393.64","Failed"
"PAY0000358","INV0000358","C000359","2025-09-14","Bank Transfer","21986.00","395.75","Successful"
"PAY0000359","INV0000359","C000360","2025-09-15","Bank Transfer","22103.00","397.85","Successful"
"PAY0000360","INV0000360","C000361","2025-09-16","Wallet","22220.00","399.96","Successful"
"PAY0000361","INV0000361","C000362","2025-09-17","Card","22337.00","402.07","Successful"
"PAY0000362","INV0000362","C000363","2025-09-18","Bank Transfer","22454.00","404.17","Successful"
"PAY0000363","INV0000363","C000364","2025-09-19","UPI","22571.00","406.28","Successful"
"PAY0000364","INV0000364","C000365","2025-09-20","Card","22688.00","408.38","Successful"
"PAY0000365","INV0000365","C000366","2025-09-21","Card","22805.00","410.49","Successful"
"PAY0000366","INV0000366","C000367","2025-09-22","Bank Transfer","22922.00","412.60","Successful"
"PAY0000367","INV0000367","C000368","2025-09-23","Wallet","23039.00","414.70","Successful"
"PAY0000368","INV0000368","C000369","2025-09-24","Wallet","23156.00","416.81","Successful"
"PAY0000369","INV0000369","C000370","2025-09-25","Bank Transfer","23273.00","418.91","Successful"
"PAY0000370","INV0000370","C000371","2025-09-26","Card","23390.00","421.02","Successful"
"PAY0000371","INV0000371","C000372","2025-09-27","Card","23507.00","423.13","Successful"
"PAY0000372","INV0000372","C000373","2025-09-28","UPI","23624.00","425.23","Successful"
"PAY0000373","INV0000373","C000374","2025-09-29","Bank Transfer","23741.00","427.34","Successful"
"PAY0000374","INV0000374","C000375","2025-09-30","Bank Transfer","23858.00","429.44","Failed"
"PAY0000375","INV0000375","C000376","2025-10-01","Wallet","23975.00","431.55","Successful"
"PAY0000376","INV0000376","C000377","2025-10-02","Bank Transfer","24092.00","433.66","Successful"
"PAY0000377","INV0000377","C000378","2025-10-03","Bank Transfer","24209.00","435.76","Successful"
"PAY0000378","INV0000378","C000379","2025-10-04","UPI","24326.00","437.87","Successful"
"PAY0000379","INV0000379","C000380","2025-10-05","Wallet","24443.00","439.97","Successful"
"PAY0000380","INV0000380","C000381","2025-10-06","UPI","24560.00","442.08","Successful"
"PAY0000381","INV0000381","C000382","2025-10-07","Bank Transfer","24677.00","444.19","Successful"
"PAY0000382","INV0000382","C000383","2025-10-08","Bank Transfer","24794.00","446.29","Successful"
"PAY0000383","INV0000383","C000384","2025-10-09","UPI","24911.00","448.40","Successful"
"PAY0000384","INV0000384","C000385","2025-10-10","Wallet","25028.00","450.50","Successful"
"PAY0000385","INV0000385","C000386","2025-10-11","Wallet","25145.00","452.61","Successful"
"PAY0000386","INV0000386","C000387","2025-10-12","UPI","25262.00","454.72","Successful"
"PAY0000387","INV0000387","C000388","2025-10-13","Card","25379.00","456.82","Successful"
"PAY0000388","INV0000388","C000389","2025-10-14","Card","25496.00","458.93","Successful"
"PAY0000389","INV0000389","C000390","2025-10-15","Bank Transfer","25613.00","461.03","Successful"
"PAY0000390","INV0000390","C000391","2025-10-16","Bank Transfer","25730.00","463.14","Successful"
"PAY0000391","INV0000391","C000392","2025-10-17","Bank Transfer","25847.00","465.25","Failed"
"PAY0000392","INV0000392","C000393","2025-10-18","UPI","25964.00","467.35","Successful"
"PAY0000393","INV0000393","C000394","2025-10-19","Wallet","26081.00","469.46","Successful"
"PAY0000394","INV0000394","C000395","2025-10-20","Bank Transfer","26198.00","471.56","Successful"
"PAY0000395","INV0000395","C000396","2025-10-21","Card","26315.00","473.67","Successful"
"PAY0000396","INV0000396","C000397","2025-10-22","UPI","26432.00","475.78","Successful"
"PAY0000397","INV0000397","C000398","2025-10-23","Wallet","26549.00","477.88","Successful"
"PAY0000398","INV0000398","C000399","2025-10-24","Card","26666.00","479.99","Successful"
"PAY0000399","INV0000399","C000400","2025-10-25","Wallet","26783.00","482.09","Successful"
"PAY0000400","INV0000400","C000401","2025-10-26","Card","3500.00","63.00","Successful"
"PAY0000401","INV0000401","C000402","2025-10-27","Card","3617.00","65.11","Successful"
"PAY0000402","INV0000402","C000403","2025-10-28","UPI","3734.00","67.21","Successful"
"PAY0000403","INV0000403","C000404","2025-10-29","Card","3851.00","69.32","Successful"
"PAY0000404","INV0000404","C000405","2025-10-30","Wallet","3968.00","71.42","Successful"
"PAY0000405","INV0000405","C000406","2025-10-31","UPI","4085.00","73.53","Successful"
"PAY0000406","INV0000406","C000407","2025-11-01","Wallet","4202.00","75.64","Successful"
"PAY0000407","INV0000407","C000408","2025-11-02","Bank Transfer","4319.00","77.74","Successful"
"PAY0000408","INV0000408","C000409","2025-11-03","UPI","4436.00","79.85","Failed"
"PAY0000409","INV0000409","C000410","2025-11-04","UPI","4553.00","81.95","Successful"
"PAY0000410","INV0000410","C000411","2025-11-05","Bank Transfer","4670.00","84.06","Successful"
"PAY0000411","INV0000411","C000412","2025-11-06","UPI","4787.00","86.17","Successful"
"PAY0000412","INV0000412","C000413","2025-11-07","Card","4904.00","88.27","Successful"
"PAY0000413","INV0000413","C000414","2025-11-08","UPI","5021.00","90.38","Successful"
"PAY0000414","INV0000414","C000415","2025-11-09","UPI","5138.00","92.48","Successful"
"PAY0000415","INV0000415","C000416","2025-11-10","Bank Transfer","5255.00","94.59","Successful"
"PAY0000416","INV0000416","C000417","2025-11-11","Card","5372.00","96.70","Successful"
"PAY0000417","INV0000417","C000418","2025-11-12","Bank Transfer","5489.00","98.80","Successful"
"PAY0000418","INV0000418","C000419","2025-11-13","Bank Transfer","5606.00","100.91","Successful"
"PAY0000419","INV0000419","C000420","2025-11-14","Wallet","5723.00","103.01","Successful"
"PAY0000420","INV0000420","C000421","2025-11-15","Wallet","5840.00","105.12","Successful"
"PAY0000421","INV0000421","C000422","2025-11-16","Bank Transfer","5957.00","107.23","Successful"
"PAY0000422","INV0000422","C000423","2025-11-17","UPI","6074.00","109.33","Successful"
"PAY0000423","INV0000423","C000424","2025-11-18","Wallet","6191.00","111.44","Successful"
"PAY0000424","INV0000424","C000425","2025-11-19","UPI","6308.00","113.54","Successful"
"PAY0000425","INV0000425","C000426","2025-11-20","UPI","6425.00","115.65","Failed"
"PAY0000426","INV0000426","C000427","2025-11-21","Wallet","6542.00","117.76","Successful"
"PAY0000427","INV0000427","C000428","2025-11-22","Bank Transfer","6659.00","119.86","Successful"
"PAY0000428","INV0000428","C000429","2025-11-23","Wallet","6776.00","121.97","Successful"
"PAY0000429","INV0000429","C000430","2025-11-24","UPI","6893.00","124.07","Successful"
"PAY0000430","INV0000430","C000431","2025-11-25","Wallet","7010.00","126.18","Successful"
"PAY0000431","INV0000431","C000432","2025-11-26","Bank Transfer","7127.00","128.29","Successful"
"PAY0000432","INV0000432","C000433","2025-11-27","Card","7244.00","130.39","Successful"
"PAY0000433","INV0000433","C000434","2025-11-28","Bank Transfer","7361.00","132.50","Successful"
"PAY0000434","INV0000434","C000435","2025-11-29","UPI","7478.00","134.60","Successful"
"PAY0000435","INV0000435","C000436","2025-11-30","Card","7595.00","136.71","Successful"
"PAY0000436","INV0000436","C000437","2025-12-01","Wallet","7712.00","138.82","Successful"
"PAY0000437","INV0000437","C000438","2025-12-02","Wallet","7829.00","140.92","Successful"
"PAY0000438","INV0000438","C000439","2025-12-03","UPI","7946.00","143.03","Successful"
"PAY0000439","INV0000439","C000440","2025-12-04","Card","8063.00","145.13","Successful"
"PAY0000440","INV0000440","C000441","2025-12-05","UPI","8180.00","147.24","Successful"
"PAY0000441","INV0000441","C000442","2025-12-06","UPI","8297.00","149.35","Successful"
"PAY0000442","INV0000442","C000443","2025-12-07","Wallet","8414.00","151.45","Failed"
"PAY0000443","INV0000443","C000444","2025-12-08","UPI","8531.00","153.56","Successful"
"PAY0000444","INV0000444","C000445","2025-12-09","Card","8648.00","155.66","Successful"
"PAY0000445","INV0000445","C000446","2025-12-10","Bank Transfer","8765.00","157.77","Successful"
"PAY0000446","INV0000446","C000447","2025-12-11","UPI","8882.00","159.88","Successful"
"PAY0000447","INV0000447","C000448","2025-12-12","Card","8999.00","161.98","Successful"
"PAY0000448","INV0000448","C000449","2025-12-13","Bank Transfer","9116.00","164.09","Successful"
"PAY0000449","INV0000449","C000450","2025-12-14","Wallet","9233.00","166.19","Successful"
"PAY0000450","INV0000450","C000451","2025-12-15","Wallet","9350.00","168.30","Successful"
"PAY0000451","INV0000451","C000452","2025-12-16","Bank Transfer","9467.00","170.41","Successful"
"PAY0000452","INV0000452","C000453","2025-12-17","Wallet","9584.00","172.51","Successful"
"PAY0000453","INV0000453","C000454","2025-12-18","UPI","9701.00","174.62","Successful"
"PAY0000454","INV0000454","C000455","2025-12-19","Bank Transfer","9818.00","176.72","Successful"
"PAY0000455","INV0000455","C000456","2025-12-20","Card","9935.00","178.83","Successful"
"PAY0000456","INV0000456","C000457","2025-12-21","Bank Transfer","10052.00","180.94","Successful"
"PAY0000457","INV0000457","C000458","2025-12-22","Wallet","10169.00","183.04","Successful"
"PAY0000458","INV0000458","C000459","2025-12-23","Bank Transfer","10286.00","185.15","Successful"
"PAY0000459","INV0000459","C000460","2025-12-24","Wallet","10403.00","187.25","Failed"
"PAY0000460","INV0000460","C000461","2025-12-25","UPI","10520.00","189.36","Successful"
"PAY0000461","INV0000461","C000462","2025-12-26","Wallet","10637.00","191.47","Successful"
"PAY0000462","INV0000462","C000463","2025-12-27","Bank Transfer","10754.00","193.57","Successful"
"PAY0000463","INV0000463","C000464","2025-12-28","Wallet","10871.00","195.68","Successful"
"PAY0000464","INV0000464","C000465","2025-12-29","UPI","10988.00","197.78","Successful"
"PAY0000465","INV0000465","C000466","2025-12-30","Bank Transfer","11105.00","199.89","Successful"
"PAY0000466","INV0000466","C000467","2025-12-31","Wallet","11222.00","202.00","Successful"
"PAY0000467","INV0000467","C000468","2026-01-01","Bank Transfer","11339.00","204.10","Successful"
"PAY0000468","INV0000468","C000469","2026-01-02","Wallet","11456.00","206.21","Successful"
"PAY0000469","INV0000469","C000470","2026-01-03","UPI","11573.00","208.31","Successful"
"PAY0000470","INV0000470","C000471","2026-01-04","Bank Transfer","11690.00","210.42","Successful"
"PAY0000471","INV0000471","C000472","2026-01-05","UPI","11807.00","212.53","Successful"
"PAY0000472","INV0000472","C000473","2026-01-06","Bank Transfer","11924.00","214.63","Successful"
"PAY0000473","INV0000473","C000474","2026-01-07","Card","12041.00","216.74","Successful"
"PAY0000474","INV0000474","C000475","2026-01-08","Bank Transfer","12158.00","218.84","Successful"
"PAY0000475","INV0000475","C000476","2026-01-09","Bank Transfer","12275.00","220.95","Successful"
"PAY0000476","INV0000476","C000477","2026-01-10","Bank Transfer","12392.00","223.06","Failed"
"PAY0000477","INV0000477","C000478","2026-01-11","Card","12509.00","225.16","Successful"
"PAY0000478","INV0000478","C000479","2026-01-12","Card","12626.00","227.27","Successful"
"PAY0000479","INV0000479","C000480","2026-01-13","UPI","12743.00","229.37","Successful"
"PAY0000480","INV0000480","C000481","2026-01-14","Wallet","12860.00","231.48","Successful"
"PAY0000481","INV0000481","C000482","2026-01-15","Wallet","12977.00","233.59","Successful"
"PAY0000482","INV0000482","C000483","2026-01-16","Wallet","13094.00","235.69","Successful"
"PAY0000483","INV0000483","C000484","2026-01-17","UPI","13211.00","237.80","Successful"
"PAY0000484","INV0000484","C000485","2026-01-18","Card","13328.00","239.90","Successful"
"PAY0000485","INV0000485","C000486","2026-01-19","Bank Transfer","13445.00","242.01","Successful"
"PAY0000486","INV0000486","C000487","2026-01-20","Wallet","13562.00","244.12","Successful"
"PAY0000487","INV0000487","C000488","2026-01-21","Bank Transfer","13679.00","246.22","Successful"
"PAY0000488","INV0000488","C000489","2026-01-22","UPI","13796.00","248.33","Successful"
"PAY0000489","INV0000489","C000490","2026-01-23","Bank Transfer","13913.00","250.43","Successful"
"PAY0000490","INV0000490","C000491","2026-01-24","Card","14030.00","252.54","Successful"
"PAY0000491","INV0000491","C000492","2026-01-25","Wallet","14147.00","254.65","Successful"
"PAY0000492","INV0000492","C000493","2026-01-26","Card","14264.00","256.75","Successful"
"PAY0000493","INV0000493","C000494","2026-01-27","Wallet","14381.00","258.86","Failed"
"PAY0000494","INV0000494","C000495","2026-01-28","Bank Transfer","14498.00","260.96","Successful"
