Source_Row,Reject_Reasons,Sale_ID,Order_ID,Order_Item_ID,Sale_Date,Customer_ID,Product_ID,Employee_ID,Region_ID,Quantity,Gross_Sales,Discount,Net_Sales,Product_Cost,Shipping_Cost,Payment_Fee
8886,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,SA00008885,O0008885,OI00008885,2026-01-04,C008886,P00886,E00386,R006,1,1116.01,22.32,1093.69,700.46,30.0,19.69
8921,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00008920,O0008920,OI00008920,2026-02-08,C008921,P00921,E00421,R001,1,290.34,5.81,284.54,181.47,65.0,5.12
8973,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00008972,O0008972,OI00008972,2026-04-01,C008973,P00973,E00473,R013,3,2852.64,142.63,2710.01,1789.98,37.0,48.78
8998,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00008997,O0008997,OI00008997,2026-04-26,C008998,P00998,E00498,R018,3,3805.33,76.11,3729.22,2388.81,62.0,67.13
9251,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00009250,O0009250,OI00009250,2026-01-04,C009251,P00251,E00251,R011,1,671.42,20.14,651.28,421.0,75.0,11.72
9307,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00009306,O0009306,OI00009306,2026-03-01,C009307,P00307,E00307,R007,2,225.02,6.75,218.27,139.37,51.0,3.93
9421,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00009420,O0009420,OI00009420,2026-06-23,C009421,P00421,E00421,R001,1,290.34,14.52,275.83,181.47,85.0,4.96
9444,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00009443,O0009443,OI00009443,2026-07-16,C009444,P00444,E00444,R004,4,2330.02,0.0,2330.02,1460.43,28.0,41.94
9499,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00009498,O0009498,OI00009498,2025-09-09,C009499,P00499,E00499,R019,4,5124.58,307.48,4817.11,3217.02,83.0,86.71
9577,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00009576,O0009576,OI00009576,2025-11-26,C009577,P00577,E00077,R017,2,2003.38,0.0,2003.38,1257.19,81.0,36.06
9610,Invalid Foreign Key: Order_Item_ID,SA00009609,O0009609,OI00009609,2025-12-29,C009610,P00610,E00110,R010,5,753.08,37.65,715.43,468.18,34.0,12.88
9614,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00009613,O0009613,OI00009613,2026-01-02,C009614,P00614,E00114,R014,4,805.71,16.11,789.59,502.3,38.0,14.21
9751,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00009750,O0009750,OI00009750,2026-05-19,C009751,P00751,E00251,R011,1,671.42,40.29,631.14,421.0,95.0,11.36
9842,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00009841,O0009841,OI00009841,2026-08-18,C009842,P00842,E00342,R002,2,1114.2,66.85,1047.35,698.28,26.0,18.85
9921,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00009920,O0009920,OI00009920,2025-11-05,C009921,P00921,E00421,R001,1,290.34,2.9,287.44,181.47,25.0,5.17
9970,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00009969,O0009969,OI00009969,2025-12-24,C009970,P00970,E00470,R010,5,4563.86,45.64,4518.22,2863.52,74.0,81.33
9994,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,SA00009993,O0009993,OI00009993,2026-01-17,C009994,P00994,E00494,R014,4,4870.53,194.82,4675.71,3057.33,98.0,84.16
9998,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00009997,O0009997,OI00009997,2026-01-21,C009998,P00998,E00498,R018,3,3805.33,38.05,3767.28,2388.81,102.0,67.81
10007,Invalid Foreign Key: Order_Item_ID,SA00010006,O0010006,OI00010006,2026-01-30,C010007,P00007,E00007,R007,2,225.02,6.75,218.27,139.37,31.0,3.93
10008,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,SA00010007,O0010007,OI00010007,2026-01-31,C010008,P00008,E00008,R008,3,375.63,15.03,360.61,233.0,32.0,6.49
10231,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00010230,O0010230,OI00010230,2025-09-11,C010231,P00231,E00231,R011,1,417.37,12.52,404.85,261.31,95.0,7.29
10251,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00010250,O0010250,OI00010250,2025-10-01,C010251,P00251,E00251,R011,1,671.42,13.43,657.99,421.0,35.0,11.84
10307,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00010306,O0010306,OI00010306,2025-11-26,C010307,P00307,E00307,R007,2,225.02,4.5,220.52,139.37,91.0,3.97
10421,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00010420,O0010420,OI00010420,2026-03-20,C010421,P00421,E00421,R001,1,290.34,11.61,278.73,181.47,45.0,5.02
10499,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00010498,O0010498,OI00010498,2026-06-06,C010499,P00499,E00499,R019,4,5124.58,256.23,4868.36,3217.02,43.0,87.63
10577,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00010576,O0010576,OI00010576,2026-08-23,C010577,P00577,E00077,R017,2,2003.38,120.2,1883.18,1257.19,41.0,33.9
10614,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00010613,O0010613,OI00010613,2025-09-29,C010614,P00614,E00114,R014,4,805.71,8.06,797.65,502.3,78.0,14.36
10663,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,SA00010662,O0010662,OI00010662,2025-11-17,C010663,P00663,E00163,R003,3,2471.56,24.72,2446.84,1550.44,47.0,44.04
10751,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00010750,O0010750,OI00010750,2026-02-13,C010751,P00751,E00251,R011,1,671.42,33.57,637.85,421.0,55.0,11.48
10842,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00010841,O0010841,OI00010841,2026-05-15,C010842,P00842,E00342,R002,2,1114.2,55.71,1058.49,698.28,66.0,19.05
10921,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00010920,O0010920,OI00010920,2026-08-02,C010921,P00921,E00421,R001,1,290.34,0.0,290.34,181.47,65.0,5.23
10967,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00010966,O0010966,OI00010966,2025-09-17,C010967,P00967,E00467,R007,2,1749.33,69.97,1679.35,1097.5,31.0,30.23
10998,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00010997,O0010997,OI00010997,2025-10-18,C010998,P00998,E00498,R018,3,3805.33,0.0,3805.33,2388.81,62.0,68.5
11006,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,SA00011005,O0011005,OI00011005,2025-10-26,C011006,P00006,E00006,R006,1,99.81,1.0,98.81,61.7,70.0,1.78
11018,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00011017,O0011017,OI00011017,2025-11-07,C011018,P00018,E00018,R018,3,756.71,45.4,711.31,472.54,82.0,12.8
11251,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00011250,O0011250,OI00011250,2026-06-28,C011251,P00251,E00251,R011,1,671.42,6.71,664.71,421.0,75.0,11.96
11307,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00011306,O0011306,OI00011306,2026-08-23,C011307,P00307,E00307,R007,2,225.02,2.25,222.77,139.37,51.0,4.01
11421,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00011420,O0011420,OI00011420,2025-12-15,C011421,P00421,E00421,R001,1,290.34,8.71,281.63,181.47,85.0,5.07
11499,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00011498,O0011498,OI00011498,2026-03-03,C011499,P00499,E00499,R019,4,5124.58,204.98,4919.6,3217.02,83.0,88.55
11577,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00011576,O0011576,OI00011576,2026-05-20,C011577,P00577,E00077,R017,2,2003.38,100.17,1903.21,1257.19,81.0,34.26
11614,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00011613,O0011613,OI00011613,2026-06-26,C011614,P00614,E00114,R014,4,805.71,0.0,805.71,502.3,38.0,14.5
11751,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00011750,O0011750,OI00011750,2025-11-10,C011751,P00751,E00251,R011,1,671.42,26.86,644.57,421.0,95.0,11.6
11805,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00011804,O0011804,OI00011804,2026-01-03,C011805,P00805,E00305,R005,5,435.52,8.71,426.81,268.57,69.0,7.68
11842,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00011841,O0011841,OI00011841,2026-02-09,C011842,P00842,E00342,R002,2,1114.2,44.57,1069.63,698.28,26.0,19.25
11921,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00011920,O0011920,OI00011920,2026-04-29,C011921,P00921,E00421,R001,1,290.34,17.42,272.92,181.47,25.0,4.91
11964,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00011963,O0011963,OI00011963,2026-06-11,C011964,P00964,E00464,R004,4,3346.22,0.0,3346.22,2099.19,68.0,60.23
11998,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00011997,O0011997,OI00011997,2026-07-15,C011998,P00998,E00498,R018,3,3805.33,228.32,3577.01,2388.81,102.0,64.39
12004,Negative Value: Quantity; Negative Value: Gross_Sales; Negative Value: Net_Sales; Invalid Foreign Key: Order_Item_ID,SA00012003,O0012003,OI00012003,2026-07-21,C012004,P00004,E00004,R004,-2,-148.8,-7.44,-141.36,91.46,28.0,0.0
12251,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00012250,O0012250,OI00012250,2026-03-25,C012251,P00251,E00251,R011,1,671.42,0.0,671.42,421.0,35.0,12.09
12307,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00012306,O0012306,OI00012306,2026-05-20,C012307,P00307,E00307,R007,2,225.02,0.0,225.02,139.37,91.0,4.05
12421,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00012420,O0012420,OI00012420,2025-09-11,C012421,P00421,E00421,R001,1,290.34,5.81,284.54,181.47,45.0,5.12
12440,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,SA00012439,O0012439,OI00012439,2025-09-30,C012440,P00440,E00440,R020,5,2658.47,0.0,2658.47,1665.85,64.0,47.85
12499,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00012498,O0012498,OI00012498,2025-11-28,C012499,P00499,E00499,R019,4,5124.58,153.74,4970.85,3217.02,43.0,89.48
12577,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00012576,O0012576,OI00012576,2026-02-14,C012577,P00577,E00077,R017,2,2003.38,80.14,1923.24,1257.19,41.0,34.62
12592,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00012591,O0012591,OI00012591,2026-03-01,C012592,P00592,E00092,R012,2,2384.46,119.22,2265.23,1496.73,56.0,40.77
12614,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00012613,O0012613,OI00012613,2026-03-23,C012614,P00614,E00114,R014,4,805.71,48.34,757.36,502.3,78.0,13.63
12751,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00012750,O0012750,OI00012750,2026-08-07,C012751,P00751,E00251,R011,1,671.42,20.14,651.28,421.0,55.0,11.72
12813,Invalid Foreign Key: Order_Item_ID,SA00012812,O0012812,OI00012812,2025-10-08,C012813,P00813,E00313,R013,3,566.17,11.32,554.85,352.77,37.0,9.99
12842,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00012841,O0012841,OI00012841,2025-11-06,C012842,P00842,E00342,R002,2,1114.2,33.43,1080.77,698.28,66.0,19.45
12921,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00012920,O0012920,OI00012920,2026-01-24,C012921,P00921,E00421,R001,1,290.34,14.52,275.83,181.47,65.0,4.96
12961,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00012960,O0012960,OI00012960,2026-03-05,C012961,P00961,E00461,R001,1,798.45,23.95,774.49,500.84,25.0,13.94
12998,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00012997,O0012997,OI00012997,2026-04-11,C012998,P00998,E00498,R018,3,3805.33,190.27,3615.06,2388.81,62.0,65.07
13207,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,SA00013206,O0013206,OI00013206,2025-11-06,C013207,P00207,E00207,R007,2,225.02,9.0,216.02,139.37,31.0,3.89
13251,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00013250,O0013250,OI00013250,2025-12-20,C013251,P00251,E00251,R011,1,671.42,40.29,631.14,421.0,75.0,11.36
13307,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00013306,O0013306,OI00013306,2026-02-14,C013307,P00307,E00307,R007,2,225.02,13.5,211.52,139.37,51.0,3.81
13325,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,SA00013324,O0013324,OI00013324,2026-03-04,C013325,P00325,E00325,R005,5,1705.78,51.17,1654.6,1067.02,69.0,29.78
13379,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00013378,O0013378,OI00013378,2026-04-27,C013379,P00379,E00379,R019,4,4108.38,41.08,4067.29,2578.26,43.0,73.21
13421,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00013420,O0013420,OI00013420,2026-06-08,C013421,P00421,E00421,R001,1,290.34,2.9,287.44,181.47,85.0,5.17
13499,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00013498,O0013498,OI00013498,2026-08-25,C013499,P00499,E00499,R019,4,5124.58,102.49,5022.09,3217.02,83.0,90.4
13577,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00013576,O0013576,OI00013576,2025-11-11,C013577,P00577,E00077,R017,2,2003.38,60.1,1943.28,1257.19,81.0,34.98
13614,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00013613,O0013613,OI00013613,2025-12-18,C013614,P00614,E00114,R014,4,805.71,40.29,765.42,502.3,38.0,13.78
13751,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00013750,O0013750,OI00013750,2026-05-04,C013751,P00751,E00251,R011,1,671.42,13.43,657.99,421.0,95.0,11.84
13842,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00013841,O0013841,OI00013841,2026-08-03,C013842,P00842,E00342,R002,2,1114.2,22.28,1091.91,698.28,26.0,19.65
13921,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00013920,O0013920,OI00013920,2025-10-21,C013921,P00921,E00421,R001,1,290.34,11.61,278.73,181.47,25.0,5.02
13958,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00013957,O0013957,OI00013957,2025-11-27,C013958,P00958,E00458,R018,3,2281.02,136.86,2144.16,1430.67,62.0,38.59
13998,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00013997,O0013997,OI00013997,2026-01-06,C013998,P00998,E00498,R018,3,3805.33,152.21,3653.12,2388.81,102.0,65.76
14003,Invalid Foreign Key: Order_Item_ID,SA00014002,O0014002,OI00014002,2026-01-11,C014003,P00003,E00003,R003,3,185.09,3.7,181.39,113.23,27.0,3.27
14166,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00014165,O0014165,OI00014165,2026-06-23,C014166,P00166,E00166,R006,1,861.96,34.48,827.48,540.77,30.0,14.89
14217,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,SA00014216,O0014216,OI00014216,2026-08-13,C014217,P00217,E00217,R017,2,479.07,28.74,450.32,299.06,81.0,8.11
14251,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00014250,O0014250,OI00014250,2025-09-16,C014251,P00251,E00251,R011,1,671.42,33.57,637.85,421.0,35.0,11.48
14307,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00014306,O0014306,OI00014306,2025-11-11,C014307,P00307,E00307,R007,2,225.02,11.25,213.77,139.37,91.0,3.85
14421,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00014420,O0014420,OI00014420,2026-03-05,C014421,P00421,E00421,R001,1,290.34,0.0,290.34,181.47,45.0,5.23
14499,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00014498,O0014498,OI00014498,2026-05-22,C014499,P00499,E00499,R019,4,5124.58,51.25,5073.34,3217.02,43.0,91.32
14577,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00014576,O0014576,OI00014576,2026-08-08,C014577,P00577,E00077,R017,2,2003.38,40.07,1963.31,1257.19,41.0,35.34
14614,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00014613,O0014613,OI00014613,2025-09-14,C014614,P00614,E00114,R014,4,805.71,32.23,773.48,502.3,78.0,13.92
14751,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00014750,O0014750,OI00014750,2026-01-29,C014751,P00751,E00251,R011,1,671.42,6.71,664.71,421.0,55.0,11.96
14842,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00014841,O0014841,OI00014841,2026-04-30,C014842,P00842,E00342,R002,2,1114.2,11.14,1103.06,698.28,66.0,19.86
14921,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00014920,O0014920,OI00014920,2026-07-18,C014921,P00921,E00421,R001,1,290.34,8.71,281.63,181.47,65.0,5.07
14953,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00014952,O0014952,OI00014952,2026-08-19,C014953,P00953,E00453,R013,3,2090.48,0.0,2090.48,1310.91,97.0,37.63
14955,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00014954,O0014954,OI00014954,2026-08-21,C014955,P00955,E00455,R015,5,3611.16,72.22,3538.94,2264.69,99.0,63.7
14998,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00014997,O0014997,OI00014997,2025-10-03,C014998,P00998,E00498,R018,3,3805.33,114.16,3691.17,2388.81,62.0,66.44
15010,Invalid Foreign Key: Order_Item_ID,SA00015009,O0015009,OI00015009,2025-10-15,C015010,P00010,E00010,R010,5,753.08,7.53,745.55,468.18,74.0,13.42
15251,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00015250,O0015250,OI00015250,2026-06-13,C015251,P00251,E00251,R011,1,671.42,26.86,644.57,421.0,75.0,11.6
15307,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00015306,O0015306,OI00015306,2026-08-08,C015307,P00307,E00307,R007,2,225.02,9.0,216.02,139.37,51.0,3.89
15408,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,SA00015407,O0015407,OI00015407,2025-11-17,C015408,P00408,E00408,R008,3,375.63,0.0,375.63,233.0,72.0,6.76
15421,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00015420,O0015420,OI00015420,2025-11-30,C015421,P00421,E00421,R001,1,290.34,17.42,272.92,181.47,85.0,4.91
15499,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00015498,O0015498,OI00015498,2026-02-16,C015499,P00499,E00499,R019,4,5124.58,0.0,5124.58,3217.02,83.0,92.24
15577,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00015576,O0015576,OI00015576,2026-05-05,C015577,P00577,E00077,R017,2,2003.38,20.03,1983.34,1257.19,81.0,35.7
15614,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00015613,O0015613,OI00015613,2026-06-11,C015614,P00614,E00114,R014,4,805.71,24.17,781.54,502.3,38.0,14.07
15740,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00015739,O0015739,OI00015739,2025-10-15,C015740,P00740,E00240,R020,5,2658.47,79.75,2578.71,1665.85,84.0,46.42
15751,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00015750,O0015750,OI00015750,2025-10-26,C015751,P00751,E00251,R011,1,671.42,0.0,671.42,421.0,95.0,12.09
15842,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00015841,O0015841,OI00015841,2026-01-25,C015842,P00842,E00342,R002,2,1114.2,0.0,1114.2,698.28,26.0,20.06
15921,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00015920,O0015920,OI00015920,2026-04-14,C015921,P00921,E00421,R001,1,290.34,5.81,284.54,181.47,25.0,5.12
15952,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00015951,O0015951,OI00015951,2026-05-15,C015952,P00952,E00452,R012,2,1368.25,68.41,1299.84,857.97,56.0,23.4
15994,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,SA00015993,O0015993,OI00015993,2026-06-26,C015994,P00994,E00494,R014,4,4870.53,243.53,4627.01,3057.33,98.0,83.29
15998,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00015997,O0015997,OI00015997,2026-06-30,C015998,P00998,E00498,R018,3,3805.33,76.11,3729.22,2388.81,102.0,67.13
16005,Negative Value: Quantity; Negative Value: Gross_Sales; Negative Value: Net_Sales; Invalid Foreign Key: Order_Item_ID,SA00016004,O0016004,OI00016004,2026-07-07,C016005,P00005,E00005,R005,-2,-174.21,-3.48,-170.72,107.43,29.0,0.0
16016,Invalid Foreign Key: Order_Item_ID,SA00016015,O0016015,OI00016015,2026-07-18,C016016,P00016,E00016,R016,1,226.83,13.61,213.22,141.54,40.0,3.84
16251,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00016250,O0016250,OI00016250,2026-03-10,C016251,P00251,E00251,R011,1,671.42,20.14,651.28,421.0,35.0,11.72
16307,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00016306,O0016306,OI00016306,2026-05-05,C016307,P00307,E00307,R007,2,225.02,6.75,218.27,139.37,91.0,3.93
16421,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00016420,O0016420,OI00016420,2026-08-27,C016421,P00421,E00421,R001,1,290.34,14.52,275.83,181.47,45.0,4.96
16499,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00016498,O0016498,OI00016498,2025-11-13,C016499,P00499,E00499,R019,4,5124.58,307.48,4817.11,3217.02,43.0,86.71
