Source_Row,Reject_Reasons,Inventory_ID,Snapshot_Date,Warehouse_ID,Product_ID,Opening_Stock,Purchases,Units_Sold,Returns_In,Adjustments,Closing_Stock,Unit_Cost,Stock_Value,Stockout_Flag
109921,Invalid Foreign Key: Product_ID,ST00109920,2025-10-26,W001,P00921,470,120,0,3,3,596,2500,1490000.0,0
109998,Invalid Foreign Key: Product_ID,ST00109997,2026-01-11,W018,P00998,547,197,119,8,3,636,10970,6976920.0,0
110307,Invalid Foreign Key: Product_ID,ST00110306,2025-11-16,W007,P00307,356,206,182,2,-3,379,960,363840.0,0
110421,Invalid Foreign Key: Product_ID,ST00110420,2026-03-10,W001,P00421,470,20,140,8,-1,357,2500,892500.0,0
110499,Invalid Foreign Key: Product_ID,ST00110498,2026-05-27,W019,P00499,548,98,266,5,0,385,11080,4265800.0,0
110577,Invalid Foreign Key: Product_ID,ST00110576,2026-08-13,W017,P00577,126,176,392,2,1,-87,8660,-753420.0,1
110614,Invalid Foreign Key: Product_ID,ST00110613,2025-09-19,W014,P00614,163,213,231,3,3,151,1730,261230.0,0
110842,Invalid Foreign Key: Product_ID,ST00110841,2026-05-05,W002,P00842,391,141,147,6,0,391,4810,1880710.0,0
110921,Invalid Foreign Key: Product_ID,ST00110920,2026-07-23,W001,P00921,470,220,280,4,2,416,2500,1040000.0,0
110998,Invalid Foreign Key: Product_ID,ST00110997,2025-10-08,W018,P00998,547,297,399,0,2,447,10970,4903590.0,0
111307,Invalid Foreign Key: Product_ID,ST00111306,2026-08-13,W007,P00307,356,6,42,3,3,326,960,312960.0,0
111421,Invalid Foreign Key: Product_ID,ST00111420,2025-12-05,W001,P00421,470,120,0,0,-2,588,2500,1470000.0,0
111499,Invalid Foreign Key: Product_ID,ST00111498,2026-02-21,W019,P00499,548,198,126,6,-1,625,11080,6925000.0,0
111577,Invalid Foreign Key: Product_ID,ST00111576,2026-05-10,W017,P00577,126,276,252,3,0,153,8660,1324980.0,0
111614,Invalid Foreign Key: Product_ID,ST00111613,2026-06-16,W014,P00614,163,13,91,4,2,91,1730,157430.0,0
111842,Invalid Foreign Key: Product_ID,ST00111841,2026-01-30,W002,P00842,391,241,7,7,-1,631,4810,3035110.0,0
111921,Invalid Foreign Key: Product_ID,ST00111920,2026-04-19,W001,P00921,470,20,140,5,1,356,2500,890000.0,0
111998,Invalid Foreign Key: Product_ID,ST00111997,2026-07-05,W018,P00998,547,97,259,1,1,387,10970,4245390.0,0
112307,Invalid Foreign Key: Product_ID,ST00112306,2026-05-10,W007,P00307,356,106,322,4,2,146,960,140160.0,0
112421,Invalid Foreign Key: Product_ID,ST00112420,2025-09-01,W001,P00421,470,220,280,1,-3,408,2500,1020000.0,0
112499,Invalid Foreign Key: Product_ID,ST00112498,2025-11-18,W019,P00499,548,298,406,7,-2,445,11080,4930600.0,0
112577,Invalid Foreign Key: Product_ID,ST00112576,2026-02-04,W017,P00577,126,76,112,4,-1,93,8660,805380.0,0
112614,Invalid Foreign Key: Product_ID,ST00112613,2026-03-13,W014,P00614,163,113,371,5,1,-89,1730,-153970.0,1
112842,Invalid Foreign Key: Product_ID,ST00112841,2025-10-27,W002,P00842,391,41,287,8,-2,151,4810,726310.0,0
112921,Invalid Foreign Key: Product_ID,ST00112920,2026-01-14,W001,P00921,470,120,0,6,0,596,2500,1490000.0,0
112998,Invalid Foreign Key: Product_ID,ST00112997,2026-04-01,W018,P00998,547,197,119,2,0,627,10970,6878190.0,0
113307,Invalid Foreign Key: Product_ID,ST00113306,2026-02-04,W007,P00307,356,206,182,5,1,386,960,370560.0,0
113421,Invalid Foreign Key: Product_ID,ST00113420,2026-05-29,W001,P00421,470,20,140,2,3,355,2500,887500.0,0
113499,Invalid Foreign Key: Product_ID,ST00113498,2026-08-15,W019,P00499,548,98,266,8,-3,385,11080,4265800.0,0
113577,Invalid Foreign Key: Product_ID,ST00113576,2025-11-01,W017,P00577,126,176,392,5,-2,-87,8660,-753420.0,1
113614,Invalid Foreign Key: Product_ID,ST00113613,2025-12-08,W014,P00614,163,213,231,6,0,151,1730,261230.0,0
113842,Invalid Foreign Key: Product_ID,ST00113841,2026-07-24,W002,P00842,391,141,147,0,-3,382,4810,1837420.0,0
113921,Invalid Foreign Key: Product_ID,ST00113920,2025-10-11,W001,P00921,470,220,280,7,-1,416,2500,1040000.0,0
113998,Invalid Foreign Key: Product_ID,ST00113997,2025-12-27,W018,P00998,547,297,399,3,-1,447,10970,4903590.0,0
114307,Invalid Foreign Key: Product_ID,ST00114306,2025-11-01,W007,P00307,356,6,42,6,0,326,960,312960.0,0
114421,Invalid Foreign Key: Product_ID,ST00114420,2026-02-23,W001,P00421,470,120,0,3,2,595,2500,1487500.0,0
114499,Invalid Foreign Key: Product_ID,ST00114498,2026-05-12,W019,P00499,548,198,126,0,3,623,11080,6902840.0,0
114577,Invalid Foreign Key: Product_ID,ST00114576,2026-07-29,W017,P00577,126,276,252,6,-3,153,8660,1324980.0,0
114614,Invalid Foreign Key: Product_ID,ST00114613,2025-09-04,W014,P00614,163,13,91,7,-1,91,1730,157430.0,0
114842,Invalid Foreign Key: Product_ID,ST00114841,2026-04-20,W002,P00842,391,241,7,1,3,629,4810,3025490.0,0
114921,Invalid Foreign Key: Product_ID,ST00114920,2026-07-08,W001,P00921,470,20,140,8,-2,356,2500,890000.0,0
114998,Invalid Foreign Key: Product_ID,ST00114997,2025-09-23,W018,P00998,547,97,259,4,-2,387,10970,4245390.0,0
115307,Invalid Foreign Key: Product_ID,ST00115306,2026-07-29,W007,P00307,356,106,322,7,-1,146,960,140160.0,0
115421,Invalid Foreign Key: Product_ID,ST00115420,2025-11-20,W001,P00421,470,220,280,4,1,415,2500,1037500.0,0
115499,Invalid Foreign Key: Product_ID,ST00115498,2026-02-06,W019,P00499,548,298,406,1,2,443,11080,4908440.0,0
115577,Invalid Foreign Key: Product_ID,ST00115576,2026-04-25,W017,P00577,126,76,112,7,3,100,8660,866000.0,0
115614,Invalid Foreign Key: Product_ID,ST00115613,2026-06-01,W014,P00614,163,113,371,8,-2,-89,1730,-153970.0,1
115842,Invalid Foreign Key: Product_ID,ST00115841,2026-01-15,W002,P00842,391,41,287,2,2,149,4810,716690.0,0
115921,Invalid Foreign Key: Product_ID,ST00115920,2026-04-04,W001,P00921,470,120,0,0,-3,587,2500,1467500.0,0
115998,Invalid Foreign Key: Product_ID,ST00115997,2026-06-20,W018,P00998,547,197,119,5,-3,627,10970,6878190.0,0
116307,Invalid Foreign Key: Product_ID,ST00116306,2026-04-25,W007,P00307,356,206,182,8,-2,386,960,370560.0,0
116421,Invalid Foreign Key: Product_ID,ST00116420,2026-08-17,W001,P00421,470,20,140,5,0,355,2500,887500.0,0
116499,Invalid Foreign Key: Product_ID,ST00116498,2025-11-03,W019,P00499,548,98,266,2,1,383,11080,4243640.0,0
116577,Invalid Foreign Key: Product_ID,ST00116576,2026-01-20,W017,P00577,126,176,392,8,2,-80,8660,-692800.0,1
116614,Invalid Foreign Key: Product_ID,ST00116613,2026-02-26,W014,P00614,163,213,231,0,-3,142,1730,245660.0,0
116842,Invalid Foreign Key: Product_ID,ST00116841,2025-10-12,W002,P00842,391,141,147,3,1,389,4810,1871090.0,0
116921,Invalid Foreign Key: Product_ID,ST00116920,2025-12-30,W001,P00921,470,220,280,1,3,414,2500,1035000.0,0
116998,Invalid Foreign Key: Product_ID,ST00116997,2026-03-17,W018,P00998,547,297,399,6,3,454,10970,4980380.0,0
117307,Invalid Foreign Key: Product_ID,ST00117306,2026-01-20,W007,P00307,356,6,42,0,-3,317,960,304320.0,0
117421,Invalid Foreign Key: Product_ID,ST00117420,2026-05-14,W001,P00421,470,120,0,6,-1,595,2500,1487500.0,0
117499,Invalid Foreign Key: Product_ID,ST00117498,2026-07-31,W019,P00499,548,198,126,3,0,623,11080,6902840.0,0
117577,Invalid Foreign Key: Product_ID,ST00117576,2025-10-17,W017,P00577,126,276,252,0,1,151,8660,1307660.0,0
117614,Invalid Foreign Key: Product_ID,ST00117613,2025-11-23,W014,P00614,163,13,91,1,3,89,1730,153970.0,0
117842,Invalid Foreign Key: Product_ID,ST00117841,2026-07-09,W002,P00842,391,241,7,4,0,629,4810,3025490.0,0
117921,Invalid Foreign Key: Product_ID,ST00117920,2025-09-26,W001,P00921,470,20,140,2,2,354,2500,885000.0,0
117998,Invalid Foreign Key: Product_ID,ST00117997,2025-12-12,W018,P00998,547,97,259,7,2,394,10970,4322180.0,0
118307,Invalid Foreign Key: Product_ID,ST00118306,2025-10-17,W007,P00307,356,106,322,1,3,144,960,138240.0,0
118421,Invalid Foreign Key: Product_ID,ST00118420,2026-02-08,W001,P00421,470,220,280,7,-2,415,2500,1037500.0,0
118499,Invalid Foreign Key: Product_ID,ST00118498,2026-04-27,W019,P00499,548,298,406,4,-1,443,11080,4908440.0,0
118577,Invalid Foreign Key: Product_ID,ST00118576,2026-07-14,W017,P00577,126,76,112,1,0,91,8660,788060.0,0
118614,Invalid Foreign Key: Product_ID,ST00118613,2026-08-20,W014,P00614,163,113,371,2,2,-91,1730,-157430.0,1
118842,Invalid Foreign Key: Product_ID,ST00118841,2026-04-05,W002,P00842,391,41,287,5,-1,149,4810,716690.0,0
118921,Invalid Foreign Key: Product_ID,ST00118920,2026-06-23,W001,P00921,470,120,0,3,1,594,2500,1485000.0,0
118998,Invalid Foreign Key: Product_ID,ST00118997,2025-09-08,W018,P00998,547,197,119,8,1,634,10970,6954980.0,0
119307,Invalid Foreign Key: Product_ID,ST00119306,2026-07-14,W007,P00307,356,206,182,2,2,384,960,368640.0,0
119421,Invalid Foreign Key: Product_ID,ST00119420,2025-11-05,W001,P00421,470,20,140,8,-3,355,2500,887500.0,0
119499,Invalid Foreign Key: Product_ID,ST00119498,2026-01-22,W019,P00499,548,98,266,5,-2,383,11080,4243640.0,0
119577,Invalid Foreign Key: Product_ID,ST00119576,2026-04-10,W017,P00577,126,176,392,2,-1,-89,8660,-770740.0,1
119614,Invalid Foreign Key: Product_ID,ST00119613,2026-05-17,W014,P00614,163,213,231,3,1,149,1730,257770.0,0
119842,Invalid Foreign Key: Product_ID,ST00119841,2025-12-31,W002,P00842,391,141,147,6,-2,389,4810,1871090.0,0
119921,Invalid Foreign Key: Product_ID,ST00119920,2026-03-20,W001,P00921,470,220,280,4,0,414,2500,1035000.0,0
119998,Invalid Foreign Key: Product_ID,ST00119997,2026-06-05,W018,P00998,547,297,399,0,0,445,10970,4881650.0,0
